,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
456,Battle_of_Vågen,2 August 1665,"Bergen, Norway",Dutch victory,Thomas Teddeman,"30 or 100 Dutch casualties,[2] 8 Norwegian casualties, 10 civilians",50 ships[1],30 ships[1],R,200 or 500[2]
457,Battle_of_Ambuila,30 October 1665[1],"Mbwila, (modern Angola)",Decisive Portuguese victory,António I of Kongo,Unknown,"14,150 - 14,500 infantry
2 artillery pieces","21,900 - 29,000 infantry",L,"5,000 men killed or captured including the King, his two sons, his two nephews, four governors, various court officials, 95 title holders and 400 other nobles"
458,Battle_of_Ambuila,30 October 1665[1],"Mbwila, (modern Angola)",Decisive Portuguese victory,Luís Lopes de Sequeira,"5,000 men killed or captured including the King, his two sons, his two nephews, four governors, various court officials, 95 title holders and 400 other nobles","21,900 - 29,000 infantry","14,150 - 14,500 infantry
2 artillery pieces",R,Unknown
459,Battle_of_Montes_Claros,17 June 1665,"Near Vila Viçosa, Portugal",Decisive Portuguese victory,"António Luís de Meneses, 1st Marquis of Marialva","4,000 killed[3]
6,000 prisoners[3]","22,600 men:(including German, Swiss & Italian mercenaries)

15,000 infantry[3]
7,600 cavalry[3]
14 cannons[3]
2 mortars[3]","20,000 men:(including 2,000 from British Isles)[2]

15,000 infantry[3]
5,000 cavalry[3]
20 cannons[3]",L,"700 dead[3]
2,000 wounded[3]"
460,Battle_of_Montes_Claros,17 June 1665,"Near Vila Viçosa, Portugal",Decisive Portuguese victory,"Frederick Schomberg, 1st Duke of Schomberg","4,000 killed[3]
6,000 prisoners[3]","22,600 men:(including German, Swiss & Italian mercenaries)

15,000 infantry[3]
7,600 cavalry[3]
14 cannons[3]
2 mortars[3]","20,000 men:(including 2,000 from British Isles)[2]

15,000 infantry[3]
5,000 cavalry[3]
20 cannons[3]",L,"700 dead[3]
2,000 wounded[3]"
461,Four_Days'_Battle,1–4 June 1666,"near North Foreland, England",Dutch victory,"George Monck, 1st Duke of Albemarle","4 ships lost,
~1,500 killed,
1,300 wounded",84 ships,79 ships,L,"10 ships lost,
~1,500 killed,
1,450 wounded,
1,800 captured"
462,Four_Days'_Battle,1–4 June 1666,"near North Foreland, England",Dutch victory,Christopher Myngs,"4 ships lost,
~1,500 killed,
1,300 wounded",84 ships,79 ships,L,"10 ships lost,
~1,500 killed,
1,450 wounded,
1,800 captured"
463,Four_Days'_Battle,1–4 June 1666,"near North Foreland, England",Dutch victory,William Berkeley (Royal Navy officer),"4 ships lost,
~1,500 killed,
1,300 wounded",84 ships,79 ships,L,"10 ships lost,
~1,500 killed,
1,450 wounded,
1,800 captured"
464,Four_Days'_Battle,1–4 June 1666,"near North Foreland, England",Dutch victory,Michiel de Ruyter,"10 ships lost,
~1,500 killed,
1,450 wounded,
1,800 captured",79 ships,84 ships,R,"4 ships lost,
~1,500 killed,
1,300 wounded"
465,Four_Days'_Battle,1–4 June 1666,"near North Foreland, England",Dutch victory,Cornelis Evertsen the Elder,"10 ships lost,
~1,500 killed,
1,450 wounded,
1,800 captured",79 ships,84 ships,R,"4 ships lost,
~1,500 killed,
1,300 wounded"
466,Four_Days'_Battle,1–4 June 1666,"near North Foreland, England",Dutch victory,Abraham van der Hulst,"10 ships lost,
~1,500 killed,
1,450 wounded,
1,800 captured",79 ships,84 ships,R,"4 ships lost,
~1,500 killed,
1,300 wounded"
467,St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","near North Foreland, England",English Victory,Prince Rupert of the Rhine,"2 Dutch ships (Sneek and Tholen) taken, ca 800 killed","89 ships, plus 20 fireships and 9 yachts","90 ships, plus 16 fireships",L,"1 English ship (Resolution) sunk, ca 300 killed"
468,St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","near North Foreland, England",English Victory,"George Monck, 1st Duke of Albemarle","2 Dutch ships (Sneek and Tholen) taken, ca 800 killed","89 ships, plus 20 fireships and 9 yachts","90 ships, plus 16 fireships",L,"1 English ship (Resolution) sunk, ca 300 killed"
469,St._James's_Day_Battle,"25 July (Julian calendar) or 4 August (Gregorian calendar), 1666","near North Foreland, England",English Victory,Michiel de Ruyter,"1 English ship (Resolution) sunk, ca 300 killed","90 ships, plus 16 fireships","89 ships, plus 20 fireships and 9 yachts",R,"2 Dutch ships (Sneek and Tholen) taken, ca 800 killed"
470,Raid_on_the_Medway,"9–14 June 1667 (Old Style), 19 – 24 June 1667 (New Style)","Near Chatham, England",Decisive Dutch victory,Michiel de Ruyter,"13 English ships lost,[2][3]
HMS Unity[4] and HMS Royal Charles[5] captured","Several ships, garrisons of the forts Upnor and Sheerness[1]",About 60 ships; 1500 marines[1],L,Around 50 Marines and 8 fireships[1]
471,Raid_on_the_Medway,"9–14 June 1667 (Old Style), 19 – 24 June 1667 (New Style)","Near Chatham, England",Decisive Dutch victory,Willem Joseph van Ghent,"13 English ships lost,[2][3]
HMS Unity[4] and HMS Royal Charles[5] captured","Several ships, garrisons of the forts Upnor and Sheerness[1]",About 60 ships; 1500 marines[1],L,Around 50 Marines and 8 fireships[1]
472,Raid_on_the_Medway,"9–14 June 1667 (Old Style), 19 – 24 June 1667 (New Style)","Near Chatham, England",Decisive Dutch victory,Cornelis de Witt,"13 English ships lost,[2][3]
HMS Unity[4] and HMS Royal Charles[5] captured","Several ships, garrisons of the forts Upnor and Sheerness[1]",About 60 ships; 1500 marines[1],L,Around 50 Marines and 8 fireships[1]
473,Raid_on_the_Medway,"9–14 June 1667 (Old Style), 19 – 24 June 1667 (New Style)","Near Chatham, England",Decisive Dutch victory,Prince Rupert of the Rhine,Around 50 Marines and 8 fireships[1],About 60 ships; 1500 marines[1],"Several ships, garrisons of the forts Upnor and Sheerness[1]",R,"13 English ships lost,[2][3]
HMS Unity[4] and HMS Royal Charles[5] captured"
474,Raid_on_the_Medway,"9–14 June 1667 (Old Style), 19 – 24 June 1667 (New Style)","Near Chatham, England",Decisive Dutch victory,"George Monck, 1st Duke of Albemarle",Around 50 Marines and 8 fireships[1],About 60 ships; 1500 marines[1],"Several ships, garrisons of the forts Upnor and Sheerness[1]",R,"13 English ships lost,[2][3]
HMS Unity[4] and HMS Royal Charles[5] captured"
475,Battle_of_Saraighat,"Middle of March, 1671","Saraighat, Guwahati, Assam, India",Decisive Ahom Victory,Lachit Borphukan,"4000 men, 3 amirs",unknown,unknown,L,
476,Battle_of_Saraighat,"Middle of March, 1671","Saraighat, Guwahati, Assam, India",Decisive Ahom Victory,Ram Singh I,,unknown,unknown,R,"4000 men, 3 amirs"
477,Battle_of_Saraighat,"Middle of March, 1671","Saraighat, Guwahati, Assam, India",Decisive Ahom Victory,Munnawar Khan,,unknown,unknown,R,"4000 men, 3 amirs"
478,Battle_of_Saraighat,"Middle of March, 1671","Saraighat, Guwahati, Assam, India",Decisive Ahom Victory,Shaista Khan,,unknown,unknown,R,"4000 men, 3 amirs"
479,Battle_of_Solebay,28 May 1672,"Solebay, England","Tactically indecisive
Strategic Dutch victory",Michiel de Ruyter,1 ship destroyed,93 ships,75 ships,L,"1 ship destroyed, 1 captured"
480,Battle_of_Solebay,28 May 1672,"Solebay, England","Tactically indecisive
Strategic Dutch victory",Adriaen Banckert,1 ship destroyed,93 ships,75 ships,L,"1 ship destroyed, 1 captured"
481,Battle_of_Solebay,28 May 1672,"Solebay, England","Tactically indecisive
Strategic Dutch victory",Willem Joseph van Ghent,1 ship destroyed,93 ships,75 ships,L,"1 ship destroyed, 1 captured"
482,Battle_of_Solebay,28 May 1672,"Solebay, England","Tactically indecisive
Strategic Dutch victory",James II of England,"1 ship destroyed, 1 captured",75 ships,93 ships,R,1 ship destroyed
483,Battle_of_Solebay,28 May 1672,"Solebay, England","Tactically indecisive
Strategic Dutch victory","Edward Montagu, 1st Earl of Sandwich","1 ship destroyed, 1 captured",75 ships,93 ships,R,1 ship destroyed
484,Battle_of_Solebay,28 May 1672,"Solebay, England","Tactically indecisive
Strategic Dutch victory",Jean II d'Estrées,"1 ship destroyed, 1 captured",75 ships,93 ships,R,1 ship destroyed
485,Siege_of_Groningen,9 July 1672 – 17 August 1672,Groningen,Dutch victory,Christoph Bernhard von Galen,Unknown,Few,"24,000",L,"12,000 dead"
486,Siege_of_Groningen,9 July 1672 – 17 August 1672,Groningen,Dutch victory,Carl von Rabenhaupt,"12,000 dead","24,000",Few,R,Unknown
487,Siege_of_Groenlo_(1672),1–10 June 1672,"Groenlo, Gelderland
52°02′31″N 6°36′58″E﻿ / ﻿52.042°N 6.616°E﻿ / 52.042; 6.616Coordinates: 52°02′31″N 6°36′58″E﻿ / ﻿52.042°N 6.616°E﻿ / 52.042; 6.616",Surrender of Groenlo,Gustaff Tungel,,"100,000",600 (infantry + cavalry),L,
488,Siege_of_Groenlo_(1672),1–10 June 1672,"Groenlo, Gelderland
52°02′31″N 6°36′58″E﻿ / ﻿52.042°N 6.616°E﻿ / 52.042; 6.616Coordinates: 52°02′31″N 6°36′58″E﻿ / ﻿52.042°N 6.616°E﻿ / 52.042; 6.616",Surrender of Groenlo,Christoph Bernhard von Galen,,600 (infantry + cavalry),"100,000",R,
489,Siege_of_Bonn_(1673),3-12 November 1673,"near Bonn, present-day Germany",Allied victory,William III of England,,unknown,unknown,R,
490,Siege_of_Bonn_(1673),3-12 November 1673,"near Bonn, present-day Germany",Allied victory,Raimondo Montecuccoli,,unknown,unknown,R,
491,Siege_of_Bonn_(1673),3-12 November 1673,"near Bonn, present-day Germany",Allied victory,Johann von Sporck,,unknown,unknown,R,
492,Battle_of_Khotyn_(1673),11 November 1673,"Khotyn, Ukraine
48°29′N 26°30′E﻿ / ﻿48.483°N 26.500°E﻿ / 48.483; 26.500Coordinates: 48°29′N 26°30′E﻿ / ﻿48.483°N 26.500°E﻿ / 48.483; 26.500",Polish victory,John III Sobieski,"Around 30,000 dead, wounded and captured 120 guns","35,000 and 120 canons","30,000 Poles and Lithuanians troops
300 Lipka Tatar[citation needed]",L,Insignificant
493,Battle_of_Khotyn_(1673),11 November 1673,"Khotyn, Ukraine
48°29′N 26°30′E﻿ / ﻿48.483°N 26.500°E﻿ / 48.483; 26.500Coordinates: 48°29′N 26°30′E﻿ / ﻿48.483°N 26.500°E﻿ / 48.483; 26.500",Polish victory,Michał Kazimierz Radziwiłł,"Around 30,000 dead, wounded and captured 120 guns","35,000 and 120 canons","30,000 Poles and Lithuanians troops
300 Lipka Tatar[citation needed]",L,Insignificant
494,Battle_of_Khotyn_(1673),11 November 1673,"Khotyn, Ukraine
48°29′N 26°30′E﻿ / ﻿48.483°N 26.500°E﻿ / 48.483; 26.500Coordinates: 48°29′N 26°30′E﻿ / ﻿48.483°N 26.500°E﻿ / 48.483; 26.500",Polish victory,Grigore I Ghica,"Around 30,000 dead, wounded and captured 120 guns","35,000 and 120 canons","30,000 Poles and Lithuanians troops
300 Lipka Tatar[citation needed]",L,Insignificant
495,Battle_of_Schooneveld,7 June 1673 and 14 June 1673,North Sea,Dutch victory,Prince Rupert of the Rhine,1 ship,"64 ships
14,762 men
3,157 cannons","86 ships
24,295 men
4,826 cannons",L,2 ships
496,Battle_of_Schooneveld,7 June 1673 and 14 June 1673,North Sea,Dutch victory,Jean II d'Estrées,1 ship,"64 ships
14,762 men
3,157 cannons","86 ships
24,295 men
4,826 cannons",L,2 ships
497,Battle_of_Schooneveld,7 June 1673 and 14 June 1673,North Sea,Dutch victory,Edward Spragge,1 ship,"64 ships
14,762 men
3,157 cannons","86 ships
24,295 men
4,826 cannons",L,2 ships
498,Battle_of_Schooneveld,7 June 1673 and 14 June 1673,North Sea,Dutch victory,Michiel de Ruyter,2 ships,"86 ships
24,295 men
4,826 cannons","64 ships
14,762 men
3,157 cannons",R,1 ship
499,Battle_of_Schooneveld,7 June 1673 and 14 June 1673,North Sea,Dutch victory,Cornelis Tromp,2 ships,"86 ships
24,295 men
4,826 cannons","64 ships
14,762 men
3,157 cannons",R,1 ship
500,Battle_of_Schooneveld,7 June 1673 and 14 June 1673,North Sea,Dutch victory,Adriaen Banckert,2 ships,"86 ships
24,295 men
4,826 cannons","64 ships
14,762 men
3,157 cannons",R,1 ship
501,Siege_of_Maastricht_(1673),13–30 June 1673,"Maastricht, Netherlands",French victory,Louis XIV of France,"6,000 dead, wounded, or captured","5,000 infantry
1,200 cavalry","24,000 infantry
16,000 cavalry
58 guns",L,Unknown
502,Siege_of_Maastricht_(1673),13–30 June 1673,"Maastricht, Netherlands",French victory,Sébastien Le Prestre de Vauban,"6,000 dead, wounded, or captured","5,000 infantry
1,200 cavalry","24,000 infantry
16,000 cavalry
58 guns",L,Unknown
503,Siege_of_Maastricht_(1673),13–30 June 1673,"Maastricht, Netherlands",French victory,"Jacques de Fariaux, baron de Maulde",Unknown,"24,000 infantry
16,000 cavalry
58 guns","5,000 infantry
1,200 cavalry",R,"6,000 dead, wounded, or captured"
504,Battle_of_Texel,21 August 1673,"Kijkduin, the Netherlands",Dutch victory,Michiel de Ruyter,"~2000 dead,
0 ships (except some fireships)","~92 warships, 30 fireships","~75 warships, 30 fireships",L,"~1000 dead,
0 ships (except some fireships)"
505,Battle_of_Texel,21 August 1673,"Kijkduin, the Netherlands",Dutch victory,Cornelis Tromp,"~2000 dead,
0 ships (except some fireships)","~92 warships, 30 fireships","~75 warships, 30 fireships",L,"~1000 dead,
0 ships (except some fireships)"
506,Battle_of_Texel,21 August 1673,"Kijkduin, the Netherlands",Dutch victory,Prince Rupert of the Rhine,"~1000 dead,
0 ships (except some fireships)","~75 warships, 30 fireships","~92 warships, 30 fireships",R,"~2000 dead,
0 ships (except some fireships)"
507,Battle_of_Texel,21 August 1673,"Kijkduin, the Netherlands",Dutch victory,Jean II d'Estrées,"~1000 dead,
0 ships (except some fireships)","~75 warships, 30 fireships","~92 warships, 30 fireships",R,"~2000 dead,
0 ships (except some fireships)"
508,Battle_of_Seneffe,11 August 1674,"near Seneffe, present-day Belgium",French victory[1],"Louis, Grand Condé","14,000[3]

8,600 killed or wounded
5,400 captured","62,000

40,000 infantry
22,000 cavalry
~70 guns[2]","44,200

30,000 infantry
14,200 cavalry
60 guns",L,"10,000 killed, wounded or captured[2]"
509,Battle_of_Seneffe,11 August 1674,"near Seneffe, present-day Belgium",French victory[1],William III of England,"10,000 killed, wounded or captured[2]","44,200

30,000 infantry
14,200 cavalry
60 guns","62,000

40,000 infantry
22,000 cavalry
~70 guns[2]",R,"14,000[3]

8,600 killed or wounded
5,400 captured"
510,Battle_of_Lwów_(1675),"August 24, 1675","Lwów, Polish–Lithuanian Commonwealth",Polish victory,Ibrahim Shyshman,Unknown,"~6,000[1]:653 (2,000 cavalry, 4,000 infantry)","20,000[1]:653",L,Unknown
511,Battle_of_Lwów_(1675),"August 24, 1675","Lwów, Polish–Lithuanian Commonwealth",Polish victory,John III Sobieski,Unknown,"20,000[1]:653","~6,000[1]:653 (2,000 cavalry, 4,000 infantry)",R,Unknown
512,Battle_of_Fehrbellin,"June 18, 1675","near Fehrbellin, Germany",Brandenburgian victory,"Frederick William, Elector of Brandenburg","500[3]–600 killed, wounded and captured[2]","11,000 (7,000 engaged),
28 cannon[2][1]","6,000–7,000 men,
13 cannon[1]",L,500 killed and wounded[3]
513,Battle_of_Fehrbellin,"June 18, 1675","near Fehrbellin, Germany",Brandenburgian victory,Georg von Derfflinger,"500[3]–600 killed, wounded and captured[2]","11,000 (7,000 engaged),
28 cannon[2][1]","6,000–7,000 men,
13 cannon[1]",L,500 killed and wounded[3]
514,Battle_of_Fehrbellin,"June 18, 1675","near Fehrbellin, Germany",Brandenburgian victory,Waldemar von Wrangel,500 killed and wounded[3],"6,000–7,000 men,
13 cannon[1]","11,000 (7,000 engaged),
28 cannon[2][1]",R,"500[3]–600 killed, wounded and captured[2]"
515,Battle_of_Turckheim,5 January 1675,"Turckheim (now in Alsace, France)",French victory,"Henri de la Tour d'Auvergne, Vicomte de Turenne","3,400
900 killed or wounded
2,500 captured","30,000","33,000",L,Unknown
516,Battle_of_Turckheim,5 January 1675,"Turckheim (now in Alsace, France)",French victory,Alexander von Bournonville,Unknown,"33,000","30,000",R,"3,400
900 killed or wounded
2,500 captured"
517,Battle_of_Turckheim,5 January 1675,"Turckheim (now in Alsace, France)",French victory,"Frederick William, Elector of Brandenburg",Unknown,"33,000","30,000",R,"3,400
900 killed or wounded
2,500 captured"
518,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Josiah Winslow,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
519,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Samuel Appleton (born 1625),"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
520,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Massachusetts Bay Colony,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
521,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Robert Treat,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
522,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Connecticut Colony,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
523,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,William Bradford (Plymouth soldier),"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
524,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Plymouth Colony,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
525,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Uncas,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
526,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Mohegan,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]","1,000 warriors
1 fort","1,000 militia
150 warriors",L,"~70 killed
~150 wounded"
527,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Canonchet,"~70 killed
~150 wounded","1,000 militia
150 warriors","1,000 warriors
1 fort",R,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]"
528,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Narragansett people,"~70 killed
~150 wounded","1,000 militia
150 warriors","1,000 warriors
1 fort",R,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]"
529,Great_Swamp_Fight,"December 19, 1675","South Kingstown, Rhode Island",New England victory,Sachem,"~70 killed
~150 wounded","1,000 militia
150 warriors","1,000 warriors
1 fort",R,"~ 97 warriors killed, plus 300-1000 women, children and elderly[2]
~300 captured
1 fort destroyed[3]"
530,Battle_of_Agosta,22 April 1676,Near Augusta (present-day Italy),French strategic victory,Michiel de Ruyter,about 500 killed[citation needed],29 ships of the line[citation needed],17 Dutch + 10 Spanish ships of the line[citation needed],L,about 700 killed[citation needed]
531,Battle_of_Agosta,22 April 1676,Near Augusta (present-day Italy),French strategic victory,Abraham Duquesne,about 700 killed[citation needed],17 Dutch + 10 Spanish ships of the line[citation needed],29 ships of the line[citation needed],R,about 500 killed[citation needed]
532,Battle_of_Bornholm_(1676),25–26 May 1676,between the islands of Bornholm and Rügen,"Tactically indecisive
Strategic Danish-Dutch victory",Niels Juel,"1 storeship (Konung David) captured and burned, 1 fireship (Leopard) captured
Unknown number of dead and wounded","17 large, 13 medium-sized ships of the line
21 smaller vessels and armed merchants
8 fireships","25 ships of the line
10 frigates",L,"55 killed, 15 wounded[1]"
533,Battle_of_Bornholm_(1676),25–26 May 1676,between the islands of Bornholm and Rügen,"Tactically indecisive
Strategic Danish-Dutch victory",Jens Rodsten,"1 storeship (Konung David) captured and burned, 1 fireship (Leopard) captured
Unknown number of dead and wounded","17 large, 13 medium-sized ships of the line
21 smaller vessels and armed merchants
8 fireships","25 ships of the line
10 frigates",L,"55 killed, 15 wounded[1]"
534,Battle_of_Bornholm_(1676),25–26 May 1676,between the islands of Bornholm and Rügen,"Tactically indecisive
Strategic Danish-Dutch victory",Philips van Almonde,"1 storeship (Konung David) captured and burned, 1 fireship (Leopard) captured
Unknown number of dead and wounded","17 large, 13 medium-sized ships of the line
21 smaller vessels and armed merchants
8 fireships","25 ships of the line
10 frigates",L,"55 killed, 15 wounded[1]"
535,Battle_of_Bornholm_(1676),25–26 May 1676,between the islands of Bornholm and Rügen,"Tactically indecisive
Strategic Danish-Dutch victory",Lorentz Creutz,"55 killed, 15 wounded[1]","25 ships of the line
10 frigates","17 large, 13 medium-sized ships of the line
21 smaller vessels and armed merchants
8 fireships",R,"1 storeship (Konung David) captured and burned, 1 fireship (Leopard) captured
Unknown number of dead and wounded"
536,Battle_of_Bornholm_(1676),25–26 May 1676,between the islands of Bornholm and Rügen,"Tactically indecisive
Strategic Danish-Dutch victory",Claes Uggla,"55 killed, 15 wounded[1]","25 ships of the line
10 frigates","17 large, 13 medium-sized ships of the line
21 smaller vessels and armed merchants
8 fireships",R,"1 storeship (Konung David) captured and burned, 1 fireship (Leopard) captured
Unknown number of dead and wounded"
537,Battle_of_Bornholm_(1676),25–26 May 1676,between the islands of Bornholm and Rügen,"Tactically indecisive
Strategic Danish-Dutch victory",Johan Bär,"55 killed, 15 wounded[1]","25 ships of the line
10 frigates","17 large, 13 medium-sized ships of the line
21 smaller vessels and armed merchants
8 fireships",R,"1 storeship (Konung David) captured and burned, 1 fireship (Leopard) captured
Unknown number of dead and wounded"
538,Battle_of_Öland,1 June 1676,"East coast of Öland, western Baltic Sea","Decisive allied victory, Danish naval supremacy and an invasion of Scania",Cornelis Tromp,"5 ships sunk
6 ships captured
at least 1,400 dead","57 warships, including 27 ships of the line
c. 12,000 men","42 warships, including 25 ships of the line",L,"1 fireship
at least 100 dead"
539,Battle_of_Öland,1 June 1676,"East coast of Öland, western Baltic Sea","Decisive allied victory, Danish naval supremacy and an invasion of Scania",Niels Juel,"5 ships sunk
6 ships captured
at least 1,400 dead","57 warships, including 27 ships of the line
c. 12,000 men","42 warships, including 25 ships of the line",L,"1 fireship
at least 100 dead"
540,Battle_of_Öland,1 June 1676,"East coast of Öland, western Baltic Sea","Decisive allied victory, Danish naval supremacy and an invasion of Scania",Philips van Almonde,"5 ships sunk
6 ships captured
at least 1,400 dead","57 warships, including 27 ships of the line
c. 12,000 men","42 warships, including 25 ships of the line",L,"1 fireship
at least 100 dead"
541,Battle_of_Öland,1 June 1676,"East coast of Öland, western Baltic Sea","Decisive allied victory, Danish naval supremacy and an invasion of Scania",Lorentz Creutz,"1 fireship
at least 100 dead","42 warships, including 25 ships of the line","57 warships, including 27 ships of the line
c. 12,000 men",R,"5 ships sunk
6 ships captured
at least 1,400 dead"
542,Battle_of_Öland,1 June 1676,"East coast of Öland, western Baltic Sea","Decisive allied victory, Danish naval supremacy and an invasion of Scania",Claes Uggla,"1 fireship
at least 100 dead","42 warships, including 25 ships of the line","57 warships, including 27 ships of the line
c. 12,000 men",R,"5 ships sunk
6 ships captured
at least 1,400 dead"
543,Battle_of_Öland,1 June 1676,"East coast of Öland, western Baltic Sea","Decisive allied victory, Danish naval supremacy and an invasion of Scania",Johan Bär,"1 fireship
at least 100 dead","42 warships, including 25 ships of the line","57 warships, including 27 ships of the line
c. 12,000 men",R,"5 ships sunk
6 ships captured
at least 1,400 dead"
544,Battle_of_Gegodog,13 October 1676,"Gegodog (east of Tuban, present day East Java, Indonesia)",Trunajaya victory,Trunajaya,,"unknown, much larger.[1]","9,000[1]",L,
545,Battle_of_Gegodog,13 October 1676,"Gegodog (east of Tuban, present day East Java, Indonesia)",Trunajaya victory,Karaeng Galesong,,"unknown, much larger.[1]","9,000[1]",L,
546,Battle_of_Gegodog,13 October 1676,"Gegodog (east of Tuban, present day East Java, Indonesia)",Trunajaya victory,Amangkurat II of Mataram,,"9,000[1]","unknown, much larger.[1]",R,
547,Battle_of_Gegodog,13 October 1676,"Gegodog (east of Tuban, present day East Java, Indonesia)",Trunajaya victory,Pangeran Purbaya,,"9,000[1]","unknown, much larger.[1]",R,
548,Battle_of_Gegodog,13 October 1676,"Gegodog (east of Tuban, present day East Java, Indonesia)",Trunajaya victory,Pangeran Singasari,,"9,000[1]","unknown, much larger.[1]",R,
549,Battle_of_Lund,"December 4, 1676","Lund, Sweden",Decisive Swedish victory,Charles XI of Sweden,"9,000:[1]
6,000–6,500 killed
500–1,000 wounded
2,000 captured","13,000:[1]
6,300 infantry
6,000 cavalry
56 cannon","8,000:[1]
2,000 infantry
6,000 cavalry
12 cannon",L,"5,000:[1]
2,500–3,000 killed
2,000 wounded
70 captured"
550,Battle_of_Lund,"December 4, 1676","Lund, Sweden",Decisive Swedish victory,Simon Grundel-Helmfelt,"9,000:[1]
6,000–6,500 killed
500–1,000 wounded
2,000 captured","13,000:[1]
6,300 infantry
6,000 cavalry
56 cannon","8,000:[1]
2,000 infantry
6,000 cavalry
12 cannon",L,"5,000:[1]
2,500–3,000 killed
2,000 wounded
70 captured"
551,Battle_of_Lund,"December 4, 1676","Lund, Sweden",Decisive Swedish victory,Christian V of Denmark,"5,000:[1]
2,500–3,000 killed
2,000 wounded
70 captured","8,000:[1]
2,000 infantry
6,000 cavalry
12 cannon","13,000:[1]
6,300 infantry
6,000 cavalry
56 cannon",R,"9,000:[1]
6,000–6,500 killed
500–1,000 wounded
2,000 captured"
552,Battle_of_Lund,"December 4, 1676","Lund, Sweden",Decisive Swedish victory,Carl von Arensdorff,"5,000:[1]
2,500–3,000 killed
2,000 wounded
70 captured","8,000:[1]
2,000 infantry
6,000 cavalry
12 cannon","13,000:[1]
6,300 infantry
6,000 cavalry
56 cannon",R,"9,000:[1]
6,000–6,500 killed
500–1,000 wounded
2,000 captured"
553,Battle_of_Lund,"December 4, 1676","Lund, Sweden",Decisive Swedish victory,Friedrich von Arensdorff,"5,000:[1]
2,500–3,000 killed
2,000 wounded
70 captured","8,000:[1]
2,000 infantry
6,000 cavalry
12 cannon","13,000:[1]
6,300 infantry
6,000 cavalry
56 cannon",R,"9,000:[1]
6,000–6,500 killed
500–1,000 wounded
2,000 captured"
554,Battle_of_Malmö,"June 26, 1677",Malmö,Swedish victory,Fabian von Fersen,"3,000 to 4,000 killed","14,000 troops","2,000 troops
5,000 townsmen",L,"1,000 killed"
555,Battle_of_Malmö,"June 26, 1677",Malmö,Swedish victory,Christian V of Denmark,"1,000 killed","2,000 troops
5,000 townsmen","14,000 troops",R,"3,000 to 4,000 killed"
