,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
906,Battle_of_Hohenfriedberg,4 June 1745,"Striegau, Prussian Silesia (present-day Poland)",Decisive Prussian victory,"Johann Adolf II, Duke of Saxe-Weissenfels","4,800","58,500
192 guns","62,500[1]
122 guns",R,"8,650 dead or wounded,
5,080 captured"
907,Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,John Cope (British Army officer),"30 killed
70 wounded","2,500","2,300",L,"300 killed
400 to 500 wounded
1,400 to 1,500 captured[1]"
908,Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,Charles Edward Stuart,"300 killed
400 to 500 wounded
1,400 to 1,500 captured[1]","2,300","2,500",R,"30 killed
70 wounded"
909,Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,Lord George Murray (general),"300 killed
400 to 500 wounded
1,400 to 1,500 captured[1]","2,300","2,500",R,"30 killed
70 wounded"
910,Battle_of_Soor,30 September 1745,"Hajnice, Bohemia, modern day Czech Republic",Prussian victory,Frederick the Great,"7,444 killed, wounded and missing[3]","40,200[3]","22,500[2]",L,"856 killed
3,055 wounded or missing[3]"
911,Battle_of_Soor,30 September 1745,"Hajnice, Bohemia, modern day Czech Republic",Prussian victory,Prince Charles Alexander of Lorraine,"856 killed
3,055 wounded or missing[3]","22,500[2]","40,200[3]",R,"7,444 killed, wounded and missing[3]"
912,Battle_of_Kesselsdorf,15 December 1745,"Kesselsdorf, near Dresden, present-day Germany",Prussian victory,"Leopold I, Prince of Anhalt-Dessau","10,500:

3,800 dead and wounded
6,700 captured
48 cannon","35,000:

28,000 Saxons
7,000 Austrians
80 field and battalion guns[3]","32,000[2]
33 field guns
additional battalion guns",L,"5,100:

1,600 killed
3,500 wounded and missing"
913,Battle_of_Kesselsdorf,15 December 1745,"Kesselsdorf, near Dresden, present-day Germany",Prussian victory,Frederick Augustus Rutowsky,"5,100:

1,600 killed
3,500 wounded and missing","32,000[2]
33 field guns
additional battalion guns","35,000:

28,000 Saxons
7,000 Austrians
80 field and battalion guns[3]",R,"10,500:

3,800 dead and wounded
6,700 captured
48 cannon"
914,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Mikhail Loris-Melikov,"7,000 killed and wounded[1]
18,000 captured[1]","25,000
303 guns","28,000
119 guns",L,"2,270 total[1]"
915,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Ivan Davidovich Lazarev,"7,000 killed and wounded[1]
18,000 captured[1]","25,000
303 guns","28,000
119 guns",L,"2,270 total[1]"
916,Battle_of_Kars,17 November 1877,"Kars, Ottoman Empire",Russian victory,Hussein Hami Pasha,"2,270 total[1]","28,000
119 guns","25,000
303 guns",R,"7,000 killed and wounded[1]
18,000 captured[1]"
917,Battle_of_Falkirk_(1746),17 January 1746,"Falkirk, Scotland",Jacobite victory,Henry Hawley,"50 killed, 80 wounded","ca. 8,000 men","ca. 7,000 men",L,"350 killed/wounded, 300 captured"
918,Battle_of_Falkirk_(1746),17 January 1746,"Falkirk, Scotland",Jacobite victory,Charles Edward Stuart,"350 killed/wounded, 300 captured","ca. 7,000 men","ca. 8,000 men",R,"50 killed, 80 wounded"
919,Battle_of_Falkirk_(1746),17 January 1746,"Falkirk, Scotland",Jacobite victory,Lord George Murray (general),"350 killed/wounded, 300 captured","ca. 7,000 men","ca. 8,000 men",R,"50 killed, 80 wounded"
920,Battle_of_Culloden_Moor,16 April 1746,"Culloden, east of Inverness
grid reference NH742450[1]
Coordinates: 57°28′42″N 4°5′51″W﻿ / ﻿57.47833°N 4.09750°W﻿ / 57.47833; -4.09750","Decisive government victory
End of Jacobite rising","Prince William, Duke of Cumberland","Jacobites:
1,500–2,000 killed or wounded[2][3]
154 captured[2]
France:
222 captured[2]","7,000
12 guns","8,000
10 guns
6 mortars",L,"240–400 killed[2]
1000 wounded[2]"
921,Battle_of_Culloden_Moor,16 April 1746,"Culloden, east of Inverness
grid reference NH742450[1]
Coordinates: 57°28′42″N 4°5′51″W﻿ / ﻿57.47833°N 4.09750°W﻿ / 57.47833; -4.09750","Decisive government victory
End of Jacobite rising",Charles Edward Stuart,"240–400 killed[2]
1000 wounded[2]","8,000
10 guns
6 mortars","7,000
12 guns",R,"Jacobites:
1,500–2,000 killed or wounded[2][3]
154 captured[2]
France:
222 captured[2]"
922,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Jean Thierry du Mont, comte de Gages","3,400 dead or wounded[4]","45,000[3]","25,000 Spanish,
15,000 French[3]",L,"13,000 dead, wounded and captured[4]"
923,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Jean-Baptiste Francois des Marets, marquis de Maillebois","3,400 dead or wounded[4]","45,000[3]","25,000 Spanish,
15,000 French[3]",L,"13,000 dead, wounded and captured[4]"
924,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Joseph Wenzel I, Prince of Liechtenstein","13,000 dead, wounded and captured[4]","25,000 Spanish,
15,000 French[3]","45,000[3]",R,"3,400 dead or wounded[4]"
925,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],Antoniotto Botta Adorno,"13,000 dead, wounded and captured[4]","25,000 Spanish,
15,000 French[3]","45,000[3]",R,"3,400 dead or wounded[4]"
926,Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],Maximilian Ulysses Browne,"13,000 dead, wounded and captured[4]","25,000 Spanish,
15,000 French[3]","45,000[3]",R,"3,400 dead or wounded[4]"
927,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat","Jean-Baptiste Francois des Marets, marquis de Maillebois",3000,30.000,25.000[2],L,6000
928,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat","Jean Thierry du Mont, comte de Gages",3000,30.000,25.000[2],L,6000
929,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat",Antoniotto Botta Adorno,6000,25.000[2],30.000,R,3000
930,Battle_of_Rottofreddo,10 August 1746[1],"Rottofreno, Province of Piacenza, Italy","Indecisive, French retreat",Maximilian Ulysses Browne,6000,25.000[2],30.000,R,3000
931,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,Prince Charles Alexander of Lorraine,"3,500[7]","120,000[4]","80-97,000[3][4]",L,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]"
932,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,"John Ligonier, 1st Earl Ligonier","3,500[7]","120,000[4]","80-97,000[3][4]",L,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]"
933,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,"Karl August, Prince of Waldeck and Pyrmont","3,500[7]","120,000[4]","80-97,000[3][4]",L,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]"
934,Battle_of_Rocoux,11 October 1746,"Rocourt, Prince-Bishopric of Liège, Holy Roman Empire",French victory,Maurice de Saxe,"4,000-5,000 dead[5]
3,000 captured[4]
30 cannon[6]","80-97,000[3][4]","120,000[4]",R,"3,500[7]"
935,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],"Prince William, Duke of Cumberland","8,700[6]
Including 1,500 prisoners","80,000","60,000",L,"8,000[4]
Including 2,000 prisoners[5]
16 cannon"
936,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],"Karl August, Prince of Waldeck and Pyrmont","8,700[6]
Including 1,500 prisoners","80,000","60,000",L,"8,000[4]
Including 2,000 prisoners[5]
16 cannon"
937,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],Károly József Batthyány,"8,700[6]
Including 1,500 prisoners","80,000","60,000",L,"8,000[4]
Including 2,000 prisoners[5]
16 cannon"
938,Battle_of_Lauffeld,2 July 1747,Lauffeld between Tongeren and Maastricht.,Decisive French victory[3],Maurice de Saxe,"8,000[4]
Including 2,000 prisoners[5]
16 cannon","60,000","80,000",R,"8,700[6]
Including 1,500 prisoners"
939,Siege_of_Bergen_op_Zoom_(1747),July – September 1747,"Bergen op Zoom, Dutch Republic",French victory,Edward Braddock,"5,259[2]
17 supply ships[3]","initially 30,000, varying during the siege","initially 10,000, varying during the siege",L,"5,000[1]
200 cannon captured"
940,Siege_of_Bergen_op_Zoom_(1747),July – September 1747,"Bergen op Zoom, Dutch Republic",French victory,"Ulrich Frédéric Woldemar, Comte de Lowendal","5,000[1]
200 cannon captured","initially 10,000, varying during the siege","initially 30,000, varying during the siege",R,"5,259[2]
17 supply ships[3]"
941,Battle_of_Assietta,19 July 1747,"Colle dell'Assietta, Savoy-Sardinia",Sardinian victory,Louis Charles Armand Fouquet,299 [2],13 Battalions [1],32 Battalions [1],L,"5,300 [2]"
942,Battle_of_Assietta,19 July 1747,"Colle dell'Assietta, Savoy-Sardinia",Sardinian victory,Giovanni Battista Cacherano di Bricherasio,"5,300 [2]",32 Battalions [1],13 Battalions [1],R,299 [2]
943,Battle_of_Havana_(1748),12 October 1748,"Caribbean Sea, near Havana, Captaincy General of Cuba","Tactical British victory[1][2][3]
Strategically indecisive[4][5]
Safe passage of Spanish treasure fleet[5]","Sir Charles Knowles, 1st Baronet","1 ship captured
1 ship destroyed
1 ship heavily damaged[3]
86 dead and 197 wounded[7]
470 captured[6]","2 third-rates,
4 fourth-rates,
1 frigate","2 third-rates,
5 fourth-rates",L,59 killed and 120 wounded[6]
944,Battle_of_Havana_(1748),12 October 1748,"Caribbean Sea, near Havana, Captaincy General of Cuba","Tactical British victory[1][2][3]
Strategically indecisive[4][5]
Safe passage of Spanish treasure fleet[5]",Andrés Reggio,59 killed and 120 wounded[6],"2 third-rates,
5 fourth-rates","2 third-rates,
4 fourth-rates,
1 frigate",R,"1 ship captured
1 ship destroyed
1 ship heavily damaged[3]
86 dead and 197 wounded[7]
470 captured[6]"
945,Battle_of_Jumonville_Glen,"May 28, 1754","Between present-day Hopwood & Farmington, Pennsylvania
39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833Coordinates: 39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833","British Colonial victory, French and Indian War begins",George Washington,reports vary; most were captured or killed,35 soldiers[2],"40 colonial militia
12 Mingo warriors[1]",L,"1 killed[3]
2–3 wounded[4]"
946,Battle_of_Jumonville_Glen,"May 28, 1754","Between present-day Hopwood & Farmington, Pennsylvania
39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833Coordinates: 39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833","British Colonial victory, French and Indian War begins",Tanacharison,reports vary; most were captured or killed,35 soldiers[2],"40 colonial militia
12 Mingo warriors[1]",L,"1 killed[3]
2–3 wounded[4]"
947,Battle_of_Jumonville_Glen,"May 28, 1754","Between present-day Hopwood & Farmington, Pennsylvania
39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833Coordinates: 39°52′46.4442″N 79°38′44.1234″W﻿ / ﻿39.879567833°N 79.645589833°W﻿ / 39.879567833; -79.645589833","British Colonial victory, French and Indian War begins",Joseph Coulon de Jumonville,"1 killed[3]
2–3 wounded[4]","40 colonial militia
12 Mingo warriors[1]",35 soldiers[2],R,reports vary; most were captured or killed
948,Battle_of_Fort_Necessity,"July 3, 1754","Near present-day Farmington and Uniontown, Pennsylvania
39°48′50.9″N 79°35′13.58″W﻿ / ﻿39.814139°N 79.5871056°W﻿ / 39.814139; -79.5871056Coordinates: 39°48′50.9″N 79°35′13.58″W﻿ / ﻿39.814139°N 79.5871056°W﻿ / 39.814139; -79.5871056",French & Native American victory,George Washington,"3 killed
19 wounded","600 regulars, militia and Indians[2]","100 regulars
300 militia[1]",L,"31 killed
369 captured (70 of whom WIA)[3]"
949,Battle_of_Fort_Necessity,"July 3, 1754","Near present-day Farmington and Uniontown, Pennsylvania
39°48′50.9″N 79°35′13.58″W﻿ / ﻿39.814139°N 79.5871056°W﻿ / 39.814139; -79.5871056Coordinates: 39°48′50.9″N 79°35′13.58″W﻿ / ﻿39.814139°N 79.5871056°W﻿ / 39.814139; -79.5871056",French & Native American victory,James Mackay (soldier),"3 killed
19 wounded","600 regulars, militia and Indians[2]","100 regulars
300 militia[1]",L,"31 killed
369 captured (70 of whom WIA)[3]"
950,Battle_of_Fort_Necessity,"July 3, 1754","Near present-day Farmington and Uniontown, Pennsylvania
39°48′50.9″N 79°35′13.58″W﻿ / ﻿39.814139°N 79.5871056°W﻿ / 39.814139; -79.5871056Coordinates: 39°48′50.9″N 79°35′13.58″W﻿ / ﻿39.814139°N 79.5871056°W﻿ / 39.814139; -79.5871056",French & Native American victory,Louis Coulon de Villiers,"31 killed
369 captured (70 of whom WIA)[3]","100 regulars
300 militia[1]","600 regulars, militia and Indians[2]",R,"3 killed
19 wounded"
951,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,Louis Du Pont Duchambon de Vergor,"4 killed, 16 wounded","270 British army troops
2,000 New England militia","162 troupes de la Marine
300 Acadian militia",L,"8 killed, 6 wounded"
952,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,Robert Monckton,"8 killed, 6 wounded","162 troupes de la Marine
300 Acadian militia","270 British army troops
2,000 New England militia",R,"4 killed, 16 wounded"
953,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,George Scott (British Army officer),"8 killed, 6 wounded","162 troupes de la Marine
300 Acadian militia","270 British army troops
2,000 New England militia",R,"4 killed, 16 wounded"
954,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,John Rous,"8 killed, 6 wounded","162 troupes de la Marine
300 Acadian militia","270 British army troops
2,000 New England militia",R,"4 killed, 16 wounded"
955,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,John Winslow (British Army officer),"8 killed, 6 wounded","162 troupes de la Marine
300 Acadian militia","270 British army troops
2,000 New England militia",R,"4 killed, 16 wounded"
956,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,Jedidiah Preble,"8 killed, 6 wounded","162 troupes de la Marine
300 Acadian militia","270 British army troops
2,000 New England militia",R,"4 killed, 16 wounded"
957,Battle_of_Fort_Beauséjour,"June 3–16, 1755","Near present-day Sackville, New Brunswick, Canada
45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917Coordinates: 45°51′55.83″N 64°17′26.85″W﻿ / ﻿45.8655083°N 64.2907917°W﻿ / 45.8655083; -64.2907917",British victory,Benjamin Goldthwait,"8 killed, 6 wounded","162 troupes de la Marine
300 Acadian militia","270 British army troops
2,000 New England militia",R,"4 killed, 16 wounded"
958,Braddock_Expedition,May–July 1755,"Maryland, Pennsylvania and Ohio Country",French and Indian victory,Daniel Liénard de Beaujeu,"500+ killed[1]
450+ wounded[5]","2,100 regulars and militia
10 cannon[1][2][3]","637 natives,
108 regulars
146 militia[1]",L,"30 killed
57 wounded[4]"
959,Braddock_Expedition,May–July 1755,"Maryland, Pennsylvania and Ohio Country",French and Indian victory,Jean-Daniel Dumas,"500+ killed[1]
450+ wounded[5]","2,100 regulars and militia
10 cannon[1][2][3]","637 natives,
108 regulars
146 militia[1]",L,"30 killed
57 wounded[4]"
960,Braddock_Expedition,May–July 1755,"Maryland, Pennsylvania and Ohio Country",French and Indian victory,Charles Michel de Langlade,"500+ killed[1]
450+ wounded[5]","2,100 regulars and militia
10 cannon[1][2][3]","637 natives,
108 regulars
146 militia[1]",L,"30 killed
57 wounded[4]"
961,Braddock_Expedition,May–July 1755,"Maryland, Pennsylvania and Ohio Country",French and Indian victory,Edward Braddock,"30 killed
57 wounded[4]","637 natives,
108 regulars
146 militia[1]","2,100 regulars and militia
10 cannon[1][2][3]",R,"500+ killed[1]
450+ wounded[5]"
962,Braddock_Expedition,May–July 1755,"Maryland, Pennsylvania and Ohio Country",French and Indian victory,George Washington,"30 killed
57 wounded[4]","637 natives,
108 regulars
146 militia[1]","2,100 regulars and militia
10 cannon[1][2][3]",R,"500+ killed[1]
450+ wounded[5]"
963,Braddock_Expedition,May–July 1755,"Maryland, Pennsylvania and Ohio Country",French and Indian victory,Thomas Gage,"30 killed
57 wounded[4]","637 natives,
108 regulars
146 militia[1]","2,100 regulars and militia
10 cannon[1][2][3]",R,"500+ killed[1]
450+ wounded[5]"
964,Battle_of_Fort_Bull,27 March 1756,"present-day Rome, New York, then a frontier between Canada, New France and the Province of New York
43°13′27″N 75°30′9″W﻿ / ﻿43.22417°N 75.50250°W﻿ / 43.22417; -75.50250Coordinates: 43°13′27″N 75°30′9″W﻿ / ﻿43.22417°N 75.50250°W﻿ / 43.22417; -75.50250",French victory,Gaspard-Joseph Chaussegros de Léry,"76 dead
35 taken prisoner",111 regulars,"84 Troupes de la Marine
166 Canadian militia
90 Iroquois
20 Huron",L,"1 dead
2 wounded"
965,Battle_of_Fort_Oswego_(1756),"August 10–14, 1756","Fort Oswego, present-day Oswego, New York
43°27′42″N 76°30′51″W﻿ / ﻿43.46167°N 76.51417°W﻿ / 43.46167; -76.51417Coordinates: 43°27′42″N 76°30′51″W﻿ / ﻿43.46167°N 76.51417°W﻿ / 43.46167; -76.51417",French victory,Louis-Joseph de Montcalm,"80–150
1,700 captured (including noncombatants)","1,100 British army","3,000 French army, troupes de la marine, colonial militia, and Indians",L,30 dead or wounded
966,Battle_of_Fort_Oswego_(1756),"August 10–14, 1756","Fort Oswego, present-day Oswego, New York
43°27′42″N 76°30′51″W﻿ / ﻿43.46167°N 76.51417°W﻿ / 43.46167; -76.51417Coordinates: 43°27′42″N 76°30′51″W﻿ / ﻿43.46167°N 76.51417°W﻿ / 43.46167; -76.51417",French victory,James Mercer (colonel),30 dead or wounded,"3,000 French army, troupes de la marine, colonial militia, and Indians","1,100 British army",R,"80–150
1,700 captured (including noncombatants)"
967,Battle_of_Fort_Oswego_(1756),"August 10–14, 1756","Fort Oswego, present-day Oswego, New York
43°27′42″N 76°30′51″W﻿ / ﻿43.46167°N 76.51417°W﻿ / 43.46167; -76.51417Coordinates: 43°27′42″N 76°30′51″W﻿ / ﻿43.46167°N 76.51417°W﻿ / 43.46167; -76.51417",French victory,John Littlehales,30 dead or wounded,"3,000 French army, troupes de la marine, colonial militia, and Indians","1,100 British army",R,"80–150
1,700 captured (including noncombatants)"
968,Battle_of_Lobositz,1 October 1756,"Lovosice, Bohemia, present-day Czech Republic",Prussian victory,Frederick the Great,"3,291
2,873 killed or wounded[1]
418 captured
3 guns
2 flags","33,354 men
94 guns","28,300 men[1]
98 guns",L,"2,906[1]"
969,Battle_of_Lobositz,1 October 1756,"Lovosice, Bohemia, present-day Czech Republic",Prussian victory,Maximilian Ulysses Browne,"2,906[1]","28,300 men[1]
98 guns","33,354 men
94 guns",R,"3,291
2,873 killed or wounded[1]
418 captured
3 guns
2 flags"
970,Battle_of_Reichenberg,21 April 1757,"Liberec, Bohemia, present-day Czech Republic",Prussian victory,"Augustus William, Duke of Brunswick-Bevern",? men,"10,500","16,000",L,? men
971,Battle_of_Reichenberg,21 April 1757,"Liberec, Bohemia, present-day Czech Republic",Prussian victory,Christian Moritz Graf Königsegg und Rothenfels,? men,"16,000","10,500",R,? men
972,Siege_of_Fort_William_Henry,3–9 August 1757,"present-day Lake George, New York
Coordinates: 43°25′13″N 73°42′40″W﻿ / ﻿43.42028°N 73.71111°W﻿ / 43.42028; -73.71111",French victory,Louis-Joseph de Montcalm,"Siege: 130 killed or wounded[4]
2,308 captured[5]
Aftermath: 69–184 killed in captivity or missing[5]","2,500 regulars and provincial troops[2]","6,200 regulars and militia
1,800 Indians[1]",L,light[3]
973,Siege_of_Fort_William_Henry,3–9 August 1757,"present-day Lake George, New York
Coordinates: 43°25′13″N 73°42′40″W﻿ / ﻿43.42028°N 73.71111°W﻿ / 43.42028; -73.71111",French victory,George Monro (British Army officer),light[3],"6,200 regulars and militia
1,800 Indians[1]","2,500 regulars and provincial troops[2]",R,"Siege: 130 killed or wounded[4]
2,308 captured[5]
Aftermath: 69–184 killed in captivity or missing[5]"
974,Battle_of_Prague_(1757),6 May 1757,"Prague, Bohemia, present-day Czech Republic
50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550Coordinates: 50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550",Prussian victory,Frederick the Great,"13,400
8,900 killed and wounded
4,500 captured","60 infantry battalions
20 cavalry squadrons
59 guns – total 60,000[1]","66 infantry battalions
113 cavalry squadrons
82 guns – total 67,000[1]",L,"14,300 killed and wounded[1]"
975,Battle_of_Prague_(1757),6 May 1757,"Prague, Bohemia, present-day Czech Republic
50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550Coordinates: 50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550",Prussian victory,Prince Charles Alexander of Lorraine,"14,300 killed and wounded[1]","66 infantry battalions
113 cavalry squadrons
82 guns – total 67,000[1]","60 infantry battalions
20 cavalry squadrons
59 guns – total 60,000[1]",R,"13,400
8,900 killed and wounded
4,500 captured"
976,Battle_of_Prague_(1757),6 May 1757,"Prague, Bohemia, present-day Czech Republic
50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550Coordinates: 50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550",Prussian victory,Maximilian Ulysses Browne,"14,300 killed and wounded[1]","66 infantry battalions
113 cavalry squadrons
82 guns – total 67,000[1]","60 infantry battalions
20 cavalry squadrons
59 guns – total 60,000[1]",R,"13,400
8,900 killed and wounded
4,500 captured"
977,Battle_of_Kolín,18 June 1757,"Kolín, Bohemia, (now the Central Bohemian Region of the Czech Republic) about 55 kilometres (34 mi) east of Prague
50°01′44″N 15°07′19″E﻿ / ﻿50.029°N 15.122°E﻿ / 50.029; 15.122Coordinates: 50°01′44″N 15°07′19″E﻿ / ﻿50.029°N 15.122°E﻿ / 50.029; 15.122",Austrian victory,Count Leopold Joseph von Daun,"13,733[1]
8,353 killed or wounded
5,380 captured
45 guns","34,000","53,790
154 guns",L,"8,100[1]
6,600 killed or wounded
1,500 captured"
978,Battle_of_Kolín,18 June 1757,"Kolín, Bohemia, (now the Central Bohemian Region of the Czech Republic) about 55 kilometres (34 mi) east of Prague
50°01′44″N 15°07′19″E﻿ / ﻿50.029°N 15.122°E﻿ / 50.029; 15.122Coordinates: 50°01′44″N 15°07′19″E﻿ / ﻿50.029°N 15.122°E﻿ / 50.029; 15.122",Austrian victory,Frederick the Great,"8,100[1]
6,600 killed or wounded
1,500 captured","53,790
154 guns","34,000",R,"13,733[1]
8,353 killed or wounded
5,380 captured
45 guns"
979,Battle_of_Plassey,23 June 1757,"Palashi, Bengal Subah
Coordinates: 23°48′N 88°15′E﻿ / ﻿23.80°N 88.25°E﻿ / 23.80; 88.25",Decisive victory for the British East India Company,Robert Clive,500 killed and wounded,"Mughal Empire:
7,000 infantry
5,000 cavalry of Siraj ud-Daulah
35,000 infantry (defected)
15,000 cavalry of Mir Jafar (defected)
53 field pieces (mostly 32, 24 and 18-pounders)

France:
50 artillerymen (6 field pieces)","750 English European soldiers
100 Topasses
2,100 Indian sepoys
100 gunners
50 sailors
8 cannon (six 6-pounders and 2 howitzers)
defectors:
15,000 cavalry of Mir Jafar
35,000 infantry",L,"22 killed
50 wounded"
980,Battle_of_Plassey,23 June 1757,"Palashi, Bengal Subah
Coordinates: 23°48′N 88°15′E﻿ / ﻿23.80°N 88.25°E﻿ / 23.80; 88.25",Decisive victory for the British East India Company,Eyre Coote (East India Company officer),500 killed and wounded,"Mughal Empire:
7,000 infantry
5,000 cavalry of Siraj ud-Daulah
35,000 infantry (defected)
15,000 cavalry of Mir Jafar (defected)
53 field pieces (mostly 32, 24 and 18-pounders)

France:
50 artillerymen (6 field pieces)","750 English European soldiers
100 Topasses
2,100 Indian sepoys
100 gunners
50 sailors
8 cannon (six 6-pounders and 2 howitzers)
defectors:
15,000 cavalry of Mir Jafar
35,000 infantry",L,"22 killed
50 wounded"
981,Battle_of_Plassey,23 June 1757,"Palashi, Bengal Subah
Coordinates: 23°48′N 88°15′E﻿ / ﻿23.80°N 88.25°E﻿ / 23.80; 88.25",Decisive victory for the British East India Company,Siraj ud-Daulah,"22 killed
50 wounded","750 English European soldiers
100 Topasses
2,100 Indian sepoys
100 gunners
50 sailors
8 cannon (six 6-pounders and 2 howitzers)
defectors:
15,000 cavalry of Mir Jafar
35,000 infantry","Mughal Empire:
7,000 infantry
5,000 cavalry of Siraj ud-Daulah
35,000 infantry (defected)
15,000 cavalry of Mir Jafar (defected)
53 field pieces (mostly 32, 24 and 18-pounders)

France:
50 artillerymen (6 field pieces)",R,500 killed and wounded
