,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
149,Battle_of_Breitenfeld_(1631),"September 7 (O.S.)[a]
September 17, 1631 (N.S.)[a]","Breitenfeld, Saxony, north of Leipzig
(present-day Germany)
51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333Coordinates: 51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333",Decisive Swedish victory,Johan Banér,"27,000:
7,600 dead
6,000 captured
3,000 wounded
3,400 missing
(includes 4,000 deserters as well as 3,000 men captured on September 19 by the pursuit at Merseburg)","35,000 men","23,000 Swedes
18,300 Saxons
28,750 men present at Breitenfield[1]

11,319 Musketeers
4,812 Pikemen
8,700 Horsemen
3,928 officers",L,"5,550:
3,550 Swedes dead
2,000 Saxons dead"
150,Battle_of_Breitenfeld_(1631),"September 7 (O.S.)[a]
September 17, 1631 (N.S.)[a]","Breitenfeld, Saxony, north of Leipzig
(present-day Germany)
51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333Coordinates: 51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333",Decisive Swedish victory,"Johann Tserclaes, Count of Tilly","5,550:
3,550 Swedes dead
2,000 Saxons dead","23,000 Swedes
18,300 Saxons
28,750 men present at Breitenfield[1]

11,319 Musketeers
4,812 Pikemen
8,700 Horsemen
3,928 officers","35,000 men",R,"27,000:
7,600 dead
6,000 captured
3,000 wounded
3,400 missing
(includes 4,000 deserters as well as 3,000 men captured on September 19 by the pursuit at Merseburg)"
151,Battle_of_Breitenfeld_(1631),"September 7 (O.S.)[a]
September 17, 1631 (N.S.)[a]","Breitenfeld, Saxony, north of Leipzig
(present-day Germany)
51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333Coordinates: 51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333",Decisive Swedish victory,Gottfried Heinrich Graf zu Pappenheim,"5,550:
3,550 Swedes dead
2,000 Saxons dead","23,000 Swedes
18,300 Saxons
28,750 men present at Breitenfield[1]

11,319 Musketeers
4,812 Pikemen
8,700 Horsemen
3,928 officers","35,000 men",R,"27,000:
7,600 dead
6,000 captured
3,000 wounded
3,400 missing
(includes 4,000 deserters as well as 3,000 men captured on September 19 by the pursuit at Merseburg)"
152,Battle_of_Breitenfeld_(1631),"September 7 (O.S.)[a]
September 17, 1631 (N.S.)[a]","Breitenfeld, Saxony, north of Leipzig
(present-day Germany)
51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333Coordinates: 51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333",Decisive Swedish victory,"Friedrich, Count von Fürstenburg","5,550:
3,550 Swedes dead
2,000 Saxons dead","23,000 Swedes
18,300 Saxons
28,750 men present at Breitenfield[1]

11,319 Musketeers
4,812 Pikemen
8,700 Horsemen
3,928 officers","35,000 men",R,"27,000:
7,600 dead
6,000 captured
3,000 wounded
3,400 missing
(includes 4,000 deserters as well as 3,000 men captured on September 19 by the pursuit at Merseburg)"
153,Battle_of_Breitenfeld_(1631),"September 7 (O.S.)[a]
September 17, 1631 (N.S.)[a]","Breitenfeld, Saxony, north of Leipzig
(present-day Germany)
51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333Coordinates: 51°24′N 12°20′E﻿ / ﻿51.400°N 12.333°E﻿ / 51.400; 12.333",Decisive Swedish victory,"Egon VII, Count of Fürstenberg","5,550:
3,550 Swedes dead
2,000 Saxons dead","23,000 Swedes
18,300 Saxons
28,750 men present at Breitenfield[1]

11,319 Musketeers
4,812 Pikemen
8,700 Horsemen
3,928 officers","35,000 men",R,"27,000:
7,600 dead
6,000 captured
3,000 wounded
3,400 missing
(includes 4,000 deserters as well as 3,000 men captured on September 19 by the pursuit at Merseburg)"
154,Battle_of_the_Slaak,12 and 13 September 1631,Slaak of Volkerak channel near Goeree-Overflakkee (present-day the Netherlands),Decisive Dutch victory[1],"Francisco de Moncada, 3rd Marquis of Aitona",Light,50 vessels,"5,500 soldiers,
35 ships,
60 vessels",L,"80 vessels sunk, destroyed or captured,
1,500 killed wounded or drowned,
4,000 prisoners"
155,Battle_of_the_Slaak,12 and 13 September 1631,Slaak of Volkerak channel near Goeree-Overflakkee (present-day the Netherlands),Decisive Dutch victory[1],"John VIII, Count of Nassau-Siegen",Light,50 vessels,"5,500 soldiers,
35 ships,
60 vessels",L,"80 vessels sunk, destroyed or captured,
1,500 killed wounded or drowned,
4,000 prisoners"
156,Battle_of_the_Slaak,12 and 13 September 1631,Slaak of Volkerak channel near Goeree-Overflakkee (present-day the Netherlands),Decisive Dutch victory[1],Marinus Hollare,"80 vessels sunk, destroyed or captured,
1,500 killed wounded or drowned,
4,000 prisoners","5,500 soldiers,
35 ships,
60 vessels",50 vessels,R,Light
157,Battle_of_Rain,15 April 1632,"At the river Lech near Rain, Bavaria
(present-day Germany)",Decisive Swedish victory,Gustavus Adolphus of Sweden,"3,000 dead","25,000","40,000",L,"2,000 dead"
158,Battle_of_Rain,15 April 1632,"At the river Lech near Rain, Bavaria
(present-day Germany)",Decisive Swedish victory,"Johann Tserclaes, Count of Tilly","2,000 dead","40,000","25,000",R,"3,000 dead"
159,Battle_of_Rain,15 April 1632,"At the river Lech near Rain, Bavaria
(present-day Germany)",Decisive Swedish victory,Johann Philipp Kratz von Scharffenstein,"2,000 dead","40,000","25,000",R,"3,000 dead"
160,Capture_of_Maastricht,"June 9, 1632 to August 22, 1632","Near Maastricht
(present-day the Netherlands)",Dutch victory,Guillaume de Bette,,"besiegers
17,000 infantry
4,000 cavalry","besieged
2,000 infantry
3,000 armed citizens
relief forces
18,000 infantry
6,000 cavalry",L,
161,Capture_of_Maastricht,"June 9, 1632 to August 22, 1632","Near Maastricht
(present-day the Netherlands)",Dutch victory,Lelio Brancaccio,,"besiegers
17,000 infantry
4,000 cavalry","besieged
2,000 infantry
3,000 armed citizens
relief forces
18,000 infantry
6,000 cavalry",L,
162,Capture_of_Maastricht,"June 9, 1632 to August 22, 1632","Near Maastricht
(present-day the Netherlands)",Dutch victory,Gonzalo Fernández de Córdoba (1585–1645),,"besiegers
17,000 infantry
4,000 cavalry","besieged
2,000 infantry
3,000 armed citizens
relief forces
18,000 infantry
6,000 cavalry",L,
163,Capture_of_Maastricht,"June 9, 1632 to August 22, 1632","Near Maastricht
(present-day the Netherlands)",Dutch victory,Gottfried Heinrich Graf zu Pappenheim,,"besiegers
17,000 infantry
4,000 cavalry","besieged
2,000 infantry
3,000 armed citizens
relief forces
18,000 infantry
6,000 cavalry",L,
164,Capture_of_Maastricht,"June 9, 1632 to August 22, 1632","Near Maastricht
(present-day the Netherlands)",Dutch victory,"Frederick Henry, Prince of Orange",,"besieged
2,000 infantry
3,000 armed citizens
relief forces
18,000 infantry
6,000 cavalry","besiegers
17,000 infantry
4,000 cavalry",R,
165,Capture_of_Maastricht,"June 9, 1632 to August 22, 1632","Near Maastricht
(present-day the Netherlands)",Dutch victory,"Horace Vere, 1st Baron Vere of Tilbury",,"besieged
2,000 infantry
3,000 armed citizens
relief forces
18,000 infantry
6,000 cavalry","besiegers
17,000 infantry
4,000 cavalry",R,
166,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Sweden,Probably about the same as Swedish casualties[1],"10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns","12,800 infantry
6,200 cavalry
60 guns",L,"3,400 dead and 1,600 wounded or missing"
167,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Gustavus Adolphus of Sweden,Probably about the same as Swedish casualties[1],"10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns","12,800 infantry
6,200 cavalry
60 guns",L,"3,400 dead and 1,600 wounded or missing"
168,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Dodo zu Innhausen und Knyphausen,Probably about the same as Swedish casualties[1],"10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns","12,800 infantry
6,200 cavalry
60 guns",L,"3,400 dead and 1,600 wounded or missing"
169,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Bernard of Saxe-Weimar,Probably about the same as Swedish casualties[1],"10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns","12,800 infantry
6,200 cavalry
60 guns",L,"3,400 dead and 1,600 wounded or missing"
170,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,"Robert Munro, 18th Baron of Foulis",Probably about the same as Swedish casualties[1],"10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns","12,800 infantry
6,200 cavalry
60 guns",L,"3,400 dead and 1,600 wounded or missing"
171,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Albrecht von Wallenstein,"3,400 dead and 1,600 wounded or missing","12,800 infantry
6,200 cavalry
60 guns","10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns",R,Probably about the same as Swedish casualties[1]
172,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Heinrich Holk,"3,400 dead and 1,600 wounded or missing","12,800 infantry
6,200 cavalry
60 guns","10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns",R,Probably about the same as Swedish casualties[1]
173,Battle_of_Lützen_(1632),"6 November (O.S.) or 16 November (N.S.), 1632","Near Lützen, southwest of Leipzig
(present-day Germany)
51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133Coordinates: 51°15′N 12°08′E﻿ / ﻿51.250°N 12.133°E﻿ / 51.250; 12.133",Swedish victory,Gottfried Heinrich Graf zu Pappenheim,"3,400 dead and 1,600 wounded or missing","12,800 infantry
6,200 cavalry
60 guns","10,000 infantry
7,000 cavalry, plus 3,000 infantry and 2,000 cavalry on arrival
24 guns",R,Probably about the same as Swedish casualties[1]
174,Battle_of_Liaoluo_Bay,"July 7 to October 22, 1633","Liaoluo Bay, Kinmen (Taiwan Strait)",Ming victory,Zheng Zhilong,"1 vessel burnt, 1 vessel captured
10 company personnel KIA, 83 company employees captured
50 pirate junks suffered heavy losses
many pirates KIA and WIA","8 Dutch warships, 50 pirate junks","50 large junks, 100 small junks",L,"3 vessels damaged
80 KIA, 150 WIA"
175,Battle_of_Liaoluo_Bay,"July 7 to October 22, 1633","Liaoluo Bay, Kinmen (Taiwan Strait)",Ming victory,Hans Putmans,"3 vessels damaged
80 KIA, 150 WIA","50 large junks, 100 small junks","8 Dutch warships, 50 pirate junks",R,"1 vessel burnt, 1 vessel captured
10 company personnel KIA, 83 company employees captured
50 pirate junks suffered heavy losses
many pirates KIA and WIA"
176,Battle_of_Liaoluo_Bay,"July 7 to October 22, 1633","Liaoluo Bay, Kinmen (Taiwan Strait)",Ming victory,Liu Xiang (pirate),"3 vessels damaged
80 KIA, 150 WIA","50 large junks, 100 small junks","8 Dutch warships, 50 pirate junks",R,"1 vessel burnt, 1 vessel captured
10 company personnel KIA, 83 company employees captured
50 pirate junks suffered heavy losses
many pirates KIA and WIA"
177,Battle_of_Liaoluo_Bay,"July 7 to October 22, 1633","Liaoluo Bay, Kinmen (Taiwan Strait)",Ming victory,Li Guozhu,"3 vessels damaged
80 KIA, 150 WIA","50 large junks, 100 small junks","8 Dutch warships, 50 pirate junks",R,"1 vessel burnt, 1 vessel captured
10 company personnel KIA, 83 company employees captured
50 pirate junks suffered heavy losses
many pirates KIA and WIA"
178,Battle_of_Nördlingen_(1634),5–6 September 1634,"Imperial city of Nördlingen, Swabia
(present-day Bavaria, Germany)",Decisive Imperial-Spanish victory[1],Sweden,"2,400 dead or wounded[5]","21,000 infantry and 13,000 cavalry (32 guns)","16,300 infantry and 9,300 cavalry (62 guns)",L,"8,000 dead or wounded
4,000 captured[1][3][4]"
179,Battle_of_Nördlingen_(1634),5–6 September 1634,"Imperial city of Nördlingen, Swabia
(present-day Bavaria, Germany)",Decisive Imperial-Spanish victory[1],"Gustav Horn, Count of Pori","2,400 dead or wounded[5]","21,000 infantry and 13,000 cavalry (32 guns)","16,300 infantry and 9,300 cavalry (62 guns)",L,"8,000 dead or wounded
4,000 captured[1][3][4]"
180,Battle_of_Nördlingen_(1634),5–6 September 1634,"Imperial city of Nördlingen, Swabia
(present-day Bavaria, Germany)",Decisive Imperial-Spanish victory[1],Bernard of Saxe-Weimar,"2,400 dead or wounded[5]","21,000 infantry and 13,000 cavalry (32 guns)","16,300 infantry and 9,300 cavalry (62 guns)",L,"8,000 dead or wounded
4,000 captured[1][3][4]"
181,Battle_of_Nördlingen_(1634),5–6 September 1634,"Imperial city of Nördlingen, Swabia
(present-day Bavaria, Germany)",Decisive Imperial-Spanish victory[1],Johann Philipp Kratz von Scharffenstein,"2,400 dead or wounded[5]","21,000 infantry and 13,000 cavalry (32 guns)","16,300 infantry and 9,300 cavalry (62 guns)",L,"8,000 dead or wounded
4,000 captured[1][3][4]"
182,Battle_of_Nördlingen_(1634),5–6 September 1634,"Imperial city of Nördlingen, Swabia
(present-day Bavaria, Germany)",Decisive Imperial-Spanish victory[1],"Ferdinand III, Holy Roman Emperor","8,000 dead or wounded
4,000 captured[1][3][4]","16,300 infantry and 9,300 cavalry (62 guns)","21,000 infantry and 13,000 cavalry (32 guns)",R,"2,400 dead or wounded[5]"
183,Battle_of_Nördlingen_(1634),5–6 September 1634,"Imperial city of Nördlingen, Swabia
(present-day Bavaria, Germany)",Decisive Imperial-Spanish victory[1],Cardinal-Infante Ferdinand of Austria,"8,000 dead or wounded
4,000 captured[1][3][4]","16,300 infantry and 9,300 cavalry (62 guns)","21,000 infantry and 13,000 cavalry (32 guns)",R,"2,400 dead or wounded[5]"
184,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,Sweden,"5,000 dead and 2,000 captured or recruited into the Swedish army","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns",L,"3,100 dead or wounded"
185,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,Johan Banér,"5,000 dead and 2,000 captured or recruited into the Swedish army","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns",L,"3,100 dead or wounded"
186,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,Lennart Torstensson,"5,000 dead and 2,000 captured or recruited into the Swedish army","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns",L,"3,100 dead or wounded"
187,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,"James King, 1st Lord Eythin","5,000 dead and 2,000 captured or recruited into the Swedish army","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns",L,"3,100 dead or wounded"
188,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,"Alexander Leslie, 1st Earl of Leven","5,000 dead and 2,000 captured or recruited into the Swedish army","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns",L,"3,100 dead or wounded"
189,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,Melchior von Hatzfeldt,"3,100 dead or wounded","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns",R,"5,000 dead and 2,000 captured or recruited into the Swedish army"
190,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,Rodolfo Giovanni Marazzino,"3,100 dead or wounded","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns",R,"5,000 dead and 2,000 captured or recruited into the Swedish army"
191,Battle_of_Wittstock,4 October 1636,"Wittstock, about 95 km northwest of Berlin (Germany)",Decisive Swedish victory,"John George I, Elector of Saxony","3,100 dead or wounded","18,000 (7,750 Foot & 10,250 Horse) plus 60 guns","18,600 (8,500 Foot & 10,100 Horse) plus 32 guns",R,"5,000 dead and 2,000 captured or recruited into the Swedish army"
192,Siege_of_Breda_(1637),"July 21, 1637 – October 11, 1637",Breda (present-day the Netherlands),Dutch victory,"Frederick Henry, Prince of Orange",?,"2,000","18,000",L,"850 dead
1,300 wounded[1]"
193,Siege_of_Breda_(1637),"July 21, 1637 – October 11, 1637",Breda (present-day the Netherlands),Dutch victory,Cardinal-Infante Ferdinand of Austria,"850 dead
1,300 wounded[1]","18,000","2,000",R,?
194,Battle_of_Kallo,"June 20, 1638","Kallo near Antwerp, Spanish Netherlands
(present-day Belgium)",Decisive Spanish victory[1][2],William of Nassau-Hilchenbach,"284 dead,
822 wounded[4]","8,000 soldiers[5]","22,000 soldiers[3]
(6,000 engaged)[4]",L,"2,500 dead or wounded,[6]
2,500 captured,
28 guns captured,[7]
81 barges captured[3][4][8]"
195,Battle_of_Kallo,"June 20, 1638","Kallo near Antwerp, Spanish Netherlands
(present-day Belgium)",Decisive Spanish victory[1][2],Cardinal-Infante Ferdinand of Austria,"2,500 dead or wounded,[6]
2,500 captured,
28 guns captured,[7]
81 barges captured[3][4][8]","22,000 soldiers[3]
(6,000 engaged)[4]","8,000 soldiers[5]",R,"284 dead,
822 wounded[4]"
196,Battle_of_the_Downs,21 October 1639,Near The Downs (English Channel),Decisive Dutch victory,Antonio de Oquendo,See losses section,95 warships [2],"53 warships (Dutch claim)[1]
38 (Spanish claim)",L,See losses section
197,Battle_of_the_Downs,21 October 1639,Near The Downs (English Channel),Decisive Dutch victory,Maarten Tromp,See losses section,"53 warships (Dutch claim)[1]
38 (Spanish claim)",95 warships [2],R,See losses section
198,Battle_of_Malacca_(1641),2 August 1640 – 14 January 1641,"Malacca, Malaysia",Dutch victory,Tun Abdul Jamil,Unknown,unknown,unknown,L,Unknown
199,Capture_of_Luanda,1641,"Luanda, Portuguese Angola",Dutch victory,Cornelis Jol,,Unknown,"2,145 Soldiers
20 ships [1]",L,
200,Battle_of_Honnecourt,26 May 1642,"Honnecourt-sur-Escaut, Flanders (present-day Nord-Pas-de-Calais, France)",Spanish victory,Antoine III de Gramont,500 dead or wounded,"13,000 infantry
6,000 cavalry
20 guns","7,000 infantry
3,000 cavalry
10 guns",L,"3,700 dead or wounded
3,400 captured"
201,Battle_of_Honnecourt,26 May 1642,"Honnecourt-sur-Escaut, Flanders (present-day Nord-Pas-de-Calais, France)",Spanish victory,Francisco de Melo,"3,700 dead or wounded
3,400 captured","7,000 infantry
3,000 cavalry
10 guns","13,000 infantry
6,000 cavalry
20 guns",R,500 dead or wounded
202,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative",Charles I of England,"500 dead
1,500 wounded [1]","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns",L,"500 dead
1,500 wounded"
203,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative",Prince Rupert of the Rhine,"500 dead
1,500 wounded [1]","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns",L,"500 dead
1,500 wounded"
204,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative","Patrick Ruthven, 1st Earl of Forth","500 dead
1,500 wounded [1]","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns",L,"500 dead
1,500 wounded"
205,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative","Jacob Astley, 1st Baron Astley of Reading","500 dead
1,500 wounded [1]","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns",L,"500 dead
1,500 wounded"
206,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative","Henry Wilmot, 1st Earl of Rochester","500 dead
1,500 wounded [1]","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns",L,"500 dead
1,500 wounded"
207,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative","Robert Devereux, 3rd Earl of Essex","500 dead
1,500 wounded","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns",R,"500 dead
1,500 wounded [1]"
208,Battle_of_Edgehill,23 October 1642,"Edge Hill, Warwickshire","Inconclusive

Tactically inconlusive
Parliamentarian army withdraws, leaving the Royalists in command of the field
Royalist strategic initiative","Basil Feilding, 2nd Earl of Denbigh","500 dead
1,500 wounded","12,400:
2,500 horse,
800 dragoons,
9,100 foot,
16 guns","15,000:
2,300 horse,
700 dragoons,
12,000 foot,
7 guns",R,"500 dead
1,500 wounded [1]"
209,Battle_of_Breitenfeld_(1642),23 October 1642,"Breitenfeld, Saxony (present-day Germany)",Swedish victory,Lennart Torstensson,"9,500 men

5,000 dead or wounded
4,500 captured

46 guns","26,000 men

10,000 infantry
16,000 cavalry

46 guns","20,000 men

10,000 infantry
10,000 cavalry

70 guns",L,"4,000 men

2,000 killed
2,000 wounded"
210,Battle_of_Breitenfeld_(1642),23 October 1642,"Breitenfeld, Saxony (present-day Germany)",Swedish victory,Archduke Leopold Wilhelm of Austria,"4,000 men

2,000 killed
2,000 wounded","20,000 men

10,000 infantry
10,000 cavalry

70 guns","26,000 men

10,000 infantry
16,000 cavalry

46 guns",R,"9,500 men

5,000 dead or wounded
4,500 captured

46 guns"
211,Battle_of_Breitenfeld_(1642),23 October 1642,"Breitenfeld, Saxony (present-day Germany)",Swedish victory,Ottavio Piccolomini,"4,000 men

2,000 killed
2,000 wounded","20,000 men

10,000 infantry
10,000 cavalry

70 guns","26,000 men

10,000 infantry
16,000 cavalry

46 guns",R,"9,500 men

5,000 dead or wounded
4,500 captured

46 guns"
212,Battle_of_Brentford_(1642),12 November 1642,"Brentford, Middlesex
Coordinates: 51°28′42″N 0°18′34″W﻿ / ﻿51.47833°N 0.30944°W﻿ / 51.47833; -0.30944",Royalist victory,Prince Rupert of the Rhine,"170 dead or wounded
400 captured.[1]","1,300[1]","4,600[1]",L,unknown
213,Battle_of_Brentford_(1642),12 November 1642,"Brentford, Middlesex
Coordinates: 51°28′42″N 0°18′34″W﻿ / ﻿51.47833°N 0.30944°W﻿ / 51.47833; -0.30944",Royalist victory,John Lilburne,unknown,"4,600[1]","1,300[1]",R,"170 dead or wounded
400 captured.[1]"
214,Battle_of_Lostwithiel,13 August – 2 September 1644,"near Lostwithiel in Cornwall
50°24′29″N 4°40′01″W﻿ / ﻿50.408°N 4.667°W﻿ / 50.408; -4.667Coordinates: 50°24′29″N 4°40′01″W﻿ / ﻿50.408°N 4.667°W﻿ / 50.408; -4.667",Royalist victory,Charles I of England,,unknown,unknown,L,
215,Battle_of_Lostwithiel,13 August – 2 September 1644,"near Lostwithiel in Cornwall
50°24′29″N 4°40′01″W﻿ / ﻿50.408°N 4.667°W﻿ / 50.408; -4.667Coordinates: 50°24′29″N 4°40′01″W﻿ / ﻿50.408°N 4.667°W﻿ / 50.408; -4.667",Royalist victory,"Robert Devereux, 3rd Earl of Essex",,unknown,unknown,R,
216,Battle_of_Rocroi,19 May 1643,"Rocroi, France",Decisive French victory,"Louis, Grand Condé","7,000 dead, wounded or captured[3]","19,000 infantry (includes 8,000 Spanish)[2]
8,000 cavalry
18 guns[1]","17,000 infantry
6,000 cavalry
14 guns[1]",L,"4,000 dead, wounded or captured[3]"
217,Battle_of_Rocroi,19 May 1643,"Rocroi, France",Decisive French victory,Francisco de Melo,"4,000 dead, wounded or captured[3]","17,000 infantry
6,000 cavalry
14 guns[1]","19,000 infantry (includes 8,000 Spanish)[2]
8,000 cavalry
18 guns[1]",R,"7,000 dead, wounded or captured[3]"
218,Battle_of_Adwalton_Moor,30 June 1643,"Adwalton, Yorkshire, England
53°45′04″N 1°39′50″W﻿ / ﻿53.751°N 1.664°W﻿ / 53.751; -1.664Coordinates: 53°45′04″N 1°39′50″W﻿ / ﻿53.751°N 1.664°W﻿ / 53.751; -1.664",Royalist Victory,"William Cavendish, 1st Duke of Newcastle",,"3,500","10,000",L,
219,Battle_of_Adwalton_Moor,30 June 1643,"Adwalton, Yorkshire, England
53°45′04″N 1°39′50″W﻿ / ﻿53.751°N 1.664°W﻿ / 53.751; -1.664Coordinates: 53°45′04″N 1°39′50″W﻿ / ﻿53.751°N 1.664°W﻿ / 53.751; -1.664",Royalist Victory,Thomas Fairfax,,"10,000","3,500",R,
