,Battle,Date,Location,Result,belligerent,inflicted,opp,own,pos,taken
937,Battle_of_Carillon,"July 6–8, 1758","Fort Carillon, present-day Ticonderoga, New York
43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750Coordinates: 43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750",Decisive French victory[1],"James Abercrombie (British Army officer, born 1706)","100 killed
500 wounded
150 captured[3][4]","3,600 regulars, militia, and Indians","6,000 regulars
12,000 provincial troops, rangers, and Indians[2]",R,"1,000 killed
1,500 wounded
100 missing[3]"
938,Battle_of_Carillon,"July 6–8, 1758","Fort Carillon, present-day Ticonderoga, New York
43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750Coordinates: 43°50′30″N 73°23′15″W﻿ / ﻿43.84167°N 73.38750°W﻿ / 43.84167; -73.38750",Decisive French victory[1],"George Howe, 3rd Viscount Howe","100 killed
500 wounded
150 captured[3][4]","3,600 regulars, militia, and Indians","6,000 regulars
12,000 provincial troops, rangers, and Indians[2]",R,"1,000 killed
1,500 wounded
100 missing[3]"
939,Battle_of_Zorndorf,25 August 1758,"Zorndorf, Margraviate of Brandenburg (now Sarbinowo, Poland)",Tactically inconclusive[1][2],Frederick the Great,"18,000 men[4]
103 cannon (Prussian claim; 30 in Russian sources[1])
27 flags[7]","43,500
210 guns[3]","36,000
167 guns[3]",L,"12,800[4][5] & 26 cannon[6]"
940,Battle_of_Zorndorf,25 August 1758,"Zorndorf, Margraviate of Brandenburg (now Sarbinowo, Poland)",Tactically inconclusive[1][2],William Fermor,"12,800[4][5] & 26 cannon[6]","36,000
167 guns[3]","43,500
210 guns[3]",R,"18,000 men[4]
103 cannon (Prussian claim; 30 in Russian sources[1])
27 flags[7]"
941,Battle_of_Fort_Duquesne,14 September 1758,"Fort Duquesne, site of present-day Pittsburgh, Pennsylvania
Coordinates: 40°26′29.86″N 80°00′39.40″W﻿ / ﻿40.4416278°N 80.0109444°W﻿ / 40.4416278; -80.0109444",French victory,François-Marie Le Marchand de Lignery,"104 killed;[2]
220 wounded;[2]
18 captured","400 regulars
350 militia",500 natives and militia,L,"21 killed;
8 wounded[1]"
942,Battle_of_Fort_Duquesne,14 September 1758,"Fort Duquesne, site of present-day Pittsburgh, Pennsylvania
Coordinates: 40°26′29.86″N 80°00′39.40″W﻿ / ﻿40.4416278°N 80.0109444°W﻿ / 40.4416278; -80.0109444",French victory,"James Grant (British Army officer, born 1720)","21 killed;
8 wounded[1]",500 natives and militia,"400 regulars
350 militia",R,"104 killed;[2]
220 wounded;[2]
18 captured"
943,Battle_of_Fort_Ligonier,12 October 1758,"present-day Ligonier, Pennsylvania
40°14′27″N 79°14′16″W﻿ / ﻿40.24083°N 79.23778°W﻿ / 40.24083; -79.23778Coordinates: 40°14′27″N 79°14′16″W﻿ / ﻿40.24083°N 79.23778°W﻿ / 40.24083; -79.23778",British victory,Charles Philippe Aubry,"12 killed
18 wounded
31 missing[4]","over 2,000 regulars and militia[2]","440 troupes de la marine and militia
150 natives[1]",L,Light[3]
944,Battle_of_Fort_Ligonier,12 October 1758,"present-day Ligonier, Pennsylvania
40°14′27″N 79°14′16″W﻿ / ﻿40.24083°N 79.23778°W﻿ / 40.24083; -79.23778Coordinates: 40°14′27″N 79°14′16″W﻿ / ﻿40.24083°N 79.23778°W﻿ / 40.24083; -79.23778",British victory,James Burd,Light[3],"440 troupes de la marine and militia
150 natives[1]","over 2,000 regulars and militia[2]",R,"12 killed
18 wounded
31 missing[4]"
945,Battle_of_Hochkirch,14 October 1758,"Hochkirch, Saxony",Austrian victory,Frederick the Great,"7,300 men, 3 flags","80,000 men","30,000–36,000 men",L,"9,400 men, 101 cannons, nearly all their tents; 28 flags and two standards; 70 munitions wagons"
946,Battle_of_Hochkirch,14 October 1758,"Hochkirch, Saxony",Austrian victory,James Francis Edward Keith,"7,300 men, 3 flags","80,000 men","30,000–36,000 men",L,"9,400 men, 101 cannons, nearly all their tents; 28 flags and two standards; 70 munitions wagons"
947,Battle_of_Hochkirch,14 October 1758,"Hochkirch, Saxony",Austrian victory,Hans Joachim von Zieten,"7,300 men, 3 flags","80,000 men","30,000–36,000 men",L,"9,400 men, 101 cannons, nearly all their tents; 28 flags and two standards; 70 munitions wagons"
948,Battle_of_Hochkirch,14 October 1758,"Hochkirch, Saxony",Austrian victory,General of the branch,"9,400 men, 101 cannons, nearly all their tents; 28 flags and two standards; 70 munitions wagons","30,000–36,000 men","80,000 men",R,"7,300 men, 3 flags"
949,Battle_of_Hochkirch,14 October 1758,"Hochkirch, Saxony",Austrian victory,Count Leopold Joseph von Daun,"9,400 men, 101 cannons, nearly all their tents; 28 flags and two standards; 70 munitions wagons","30,000–36,000 men","80,000 men",R,"7,300 men, 3 flags"
950,Battle_of_Hochkirch,14 October 1758,"Hochkirch, Saxony",Austrian victory,Franz Moritz von Lacy,"9,400 men, 101 cannons, nearly all their tents; 28 flags and two standards; 70 munitions wagons","30,000–36,000 men","80,000 men",R,"7,300 men, 3 flags"
951,Battle_of_Ticonderoga_(1759),"July 26–27, 1759","Fort Carillon, near present-day Ticonderoga, New York
43°50′29″N 73°23′17″W﻿ / ﻿43.84139°N 73.38806°W﻿ / 43.84139; -73.38806Coordinates: 43°50′29″N 73°23′17″W﻿ / ﻿43.84139°N 73.38806°W﻿ / 43.84139; -73.38806","French withdrawal
British occupy the fort",François-Charles de Bourlamaque,"5 killed
31 wounded[1]","11,376 regulars and provincial troops[2]",400[1],L,40 captured[3]
952,Battle_of_Ticonderoga_(1759),"July 26–27, 1759","Fort Carillon, near present-day Ticonderoga, New York
43°50′29″N 73°23′17″W﻿ / ﻿43.84139°N 73.38806°W﻿ / 43.84139; -73.38806Coordinates: 43°50′29″N 73°23′17″W﻿ / ﻿43.84139°N 73.38806°W﻿ / 43.84139; -73.38806","French withdrawal
British occupy the fort","Jeffery Amherst, 1st Baron Amherst",40 captured[3],400[1],"11,376 regulars and provincial troops[2]",R,"5 killed
31 wounded[1]"
953,Battle_of_Bergen_(1759),13 April 1759,"Bergen, Hesse",French victory,Duke Ferdinand of Brunswick-Wolfenbüttel,"500 dead,
1,300 wounded","ca 28,000 men","ca 35,000 men",L,"415 dead,
1,770 wounded,
188 missing"
954,Battle_of_Bergen_(1759),13 April 1759,"Bergen, Hesse",French victory,"Victor-François, 2nd duc de Broglie","415 dead,
1,770 wounded,
188 missing","ca 35,000 men","ca 28,000 men",R,"500 dead,
1,300 wounded"
955,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Carl Heinrich von Wedel,"less than 5,000 men","41,000 men","26,000 men",L,"8,300 men"
956,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Moritz Franz Kasimir von Wobersnow,"less than 5,000 men","41,000 men","26,000 men",L,"8,300 men"
957,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Heinrich von Manteuffel,"less than 5,000 men","41,000 men","26,000 men",L,"8,300 men"
958,Battle_of_Kay,23 July 1759,"Kay, Margraviate of Brandenburg",Russian victory,Pyotr Saltykov (1698–1772),"8,300 men","26,000 men","41,000 men",R,"less than 5,000 men"
959,Battle_of_Fort_Niagara,6–26 July 1759,"near present-day Youngstown, New York
Coordinates: 43°15′46″N 79°03′48″W﻿ / ﻿43.262691°N 79.063314°W﻿ / 43.262691; -79.063314",British-Iroquois victory,Pierre Pouchot,239 killed or wounded,"2,000 regular
1,000 militia
945 Iroquois","1,786 (Regulars, Canadians and Indians)",L,"109 killed or wounded
377 captured"
960,Battle_of_Fort_Niagara,6–26 July 1759,"near present-day Youngstown, New York
Coordinates: 43°15′46″N 79°03′48″W﻿ / ﻿43.262691°N 79.063314°W﻿ / 43.262691; -79.063314",British-Iroquois victory,John Prideaux (British Army officer),"109 killed or wounded
377 captured","1,786 (Regulars, Canadians and Indians)","2,000 regular
1,000 militia
945 Iroquois",R,239 killed or wounded
961,Battle_of_Fort_Niagara,6–26 July 1759,"near present-day Youngstown, New York
Coordinates: 43°15′46″N 79°03′48″W﻿ / ﻿43.262691°N 79.063314°W﻿ / 43.262691; -79.063314",British-Iroquois victory,"Sir William Johnson, 1st Baronet","109 killed or wounded
377 captured","1,786 (Regulars, Canadians and Indians)","2,000 regular
1,000 militia
945 Iroquois",R,239 killed or wounded
962,Battle_of_Fort_Niagara,6–26 July 1759,"near present-day Youngstown, New York
Coordinates: 43°15′46″N 79°03′48″W﻿ / ﻿43.262691°N 79.063314°W﻿ / 43.262691; -79.063314",British-Iroquois victory,Sayenqueraghta,"109 killed or wounded
377 captured","1,786 (Regulars, Canadians and Indians)","2,000 regular
1,000 militia
945 Iroquois",R,239 killed or wounded
963,Battle_of_Beauport,31 July 1759,"Beauport, Canada, New France
Coordinates: 46°53′25″N 71°08′50″W﻿ / ﻿46.890188°N 71.147268°W﻿ / 46.890188; -71.147268",French victory,James Wolfe,60 dead or wounded[2],"~10,000 regulars and militia","4,000 regulars",L,"210 killed
233 wounded[1]"
964,Battle_of_Beauport,31 July 1759,"Beauport, Canada, New France
Coordinates: 46°53′25″N 71°08′50″W﻿ / ﻿46.890188°N 71.147268°W﻿ / 46.890188; -71.147268",French victory,Louis-Joseph de Montcalm,"210 killed
233 wounded[1]","4,000 regulars","~10,000 regulars and militia",R,60 dead or wounded[2]
965,Battle_of_Minden,1 August 1759,"Minden, Minden-Ravensberg, Prussia (now North Rhine-Westphalia, Germany)",Anglo-German victory,Duke Ferdinand of Brunswick-Wolfenbüttel,"7,000 killed, wounded or missing[2]","44,000 and 162 guns[1]","37,000 and 181 guns[1]",L,"2,762 killed, wounded or missing[2]"
966,Battle_of_Minden,1 August 1759,"Minden, Minden-Ravensberg, Prussia (now North Rhine-Westphalia, Germany)",Anglo-German victory,"George Germain, 1st Viscount Sackville","7,000 killed, wounded or missing[2]","44,000 and 162 guns[1]","37,000 and 181 guns[1]",L,"2,762 killed, wounded or missing[2]"
967,Battle_of_Minden,1 August 1759,"Minden, Minden-Ravensberg, Prussia (now North Rhine-Westphalia, Germany)",Anglo-German victory,Friedrich von Spörcken,"7,000 killed, wounded or missing[2]","44,000 and 162 guns[1]","37,000 and 181 guns[1]",L,"2,762 killed, wounded or missing[2]"
968,Battle_of_Minden,1 August 1759,"Minden, Minden-Ravensberg, Prussia (now North Rhine-Westphalia, Germany)",Anglo-German victory,Louis Georges Érasme de Contades,"2,762 killed, wounded or missing[2]","37,000 and 181 guns[1]","44,000 and 162 guns[1]",R,"7,000 killed, wounded or missing[2]"
969,Battle_of_Minden,1 August 1759,"Minden, Minden-Ravensberg, Prussia (now North Rhine-Westphalia, Germany)",Anglo-German victory,"Victor-François, 2nd duc de Broglie","2,762 killed, wounded or missing[2]","37,000 and 181 guns[1]","44,000 and 162 guns[1]",R,"7,000 killed, wounded or missing[2]"
970,Battle_of_Lagos,18–19 August 1759,"Between Gibraltar and Lagos, Portugal",British victory[1][2],Edward Boscawen,"2 ships of the line destroyed
3 ships of the line captured
500 killed or wounded
2,000 captured[4]","12 ships of the line
3 frigates","14 ships of the line
10 frigates
2 sloops
2 fireships",L,"56 killed
193 wounded[3]"
971,Battle_of_Lagos,18–19 August 1759,"Between Gibraltar and Lagos, Portugal",British victory[1][2],Jean-François de La Clue-Sabran,"56 killed
193 wounded[3]","14 ships of the line
10 frigates
2 sloops
2 fireships","12 ships of the line
3 frigates",R,"2 ships of the line destroyed
3 ships of the line captured
500 killed or wounded
2,000 captured[4]"
972,Battle_of_Kunersdorf,12 August 1759,"Kunersdorf, Neumark
Margraviate of Brandenburg",Russo-Austrian victory,Frederick the Great,"Russian: 13,477–14,000
Austrian: 2,300–4,300
Total: c. 15,700","64,000[2]","48,000–50,800[1]",L,"19,100
~6,000 killed
27 banners
2 standards
172 guns"
973,Battle_of_Kunersdorf,12 August 1759,"Kunersdorf, Neumark
Margraviate of Brandenburg",Russo-Austrian victory,Pyotr Saltykov (1698–1772),"19,100
~6,000 killed
27 banners
2 standards
172 guns","48,000–50,800[1]","64,000[2]",R,"Russian: 13,477–14,000
Austrian: 2,300–4,300
Total: c. 15,700"
974,Battle_of_Kunersdorf,12 August 1759,"Kunersdorf, Neumark
Margraviate of Brandenburg",Russo-Austrian victory,Ernst Gideon von Laudon,"19,100
~6,000 killed
27 banners
2 standards
172 guns","48,000–50,800[1]","64,000[2]",R,"Russian: 13,477–14,000
Austrian: 2,300–4,300
Total: c. 15,700"
975,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",James Wolfe,"116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
976,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Robert Monckton,"116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
977,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",John Knox (British Army officer),"116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
978,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Charles Saunders (Royal Navy officer),"116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
979,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City","George Townshend, 1st Marquess Townshend","116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
980,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City","William Howe, 5th Viscount Howe","116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
981,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City","James Murray (British Army officer, born 1721)","116 killed
600–1,200 wounded[2][3]","1,900 regulars
1,500 colonial militia and natives[2]","4,400 regulars[1]",L,"58 killed
600 wounded[1]"
982,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Louis-Joseph de Montcalm,"58 killed
600 wounded[1]","4,400 regulars[1]","1,900 regulars
1,500 colonial militia and natives[2]",R,"116 killed
600–1,200 wounded[2][3]"
983,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",François Gaston de Lévis,"58 killed
600 wounded[1]","4,400 regulars[1]","1,900 regulars
1,500 colonial militia and natives[2]",R,"116 killed
600–1,200 wounded[2][3]"
984,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Louis Antoine de Bougainville,"58 killed
600 wounded[1]","4,400 regulars[1]","1,900 regulars
1,500 colonial militia and natives[2]",R,"116 killed
600–1,200 wounded[2][3]"
985,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Louis Du Pont Duchambon de Vergor,"58 killed
600 wounded[1]","4,400 regulars[1]","1,900 regulars
1,500 colonial militia and natives[2]",R,"116 killed
600–1,200 wounded[2][3]"
986,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Charles Michel de Langlade,"58 killed
600 wounded[1]","4,400 regulars[1]","1,900 regulars
1,500 colonial militia and natives[2]",R,"116 killed
600–1,200 wounded[2][3]"
987,Battle_of_the_Plains_of_Abraham,13 September 1759,Quebec City,"Decisive British victory;

British occupation of Quebec City",Jean-Baptiste Nicolas Roch de Ramezay,"58 killed
600 wounded[1]","4,400 regulars[1]","1,900 regulars
1,500 colonial militia and natives[2]",R,"116 killed
600–1,200 wounded[2][3]"
988,Battle_of_Quiberon_Bay,20 November 1759,"Quiberon Bay, Bay of Biscay
47°31′N 3°0′W﻿ / ﻿47.517°N 3.000°W﻿ / 47.517; -3.000Coordinates: 47°31′N 3°0′W﻿ / ﻿47.517°N 3.000°W﻿ / 47.517; -3.000",Decisive British victory[1],"Edward Hawke, 1st Baron Hawke","6 ships of the line destroyed,
1 ship of the line captured,
2,500 killed/drowned.","21 ships of the line
6 frigates","24 ships of the line
5 frigates",L,"2 ships of the line wrecked,
400 killed."
989,Battle_of_Quiberon_Bay,20 November 1759,"Quiberon Bay, Bay of Biscay
47°31′N 3°0′W﻿ / ﻿47.517°N 3.000°W﻿ / 47.517; -3.000Coordinates: 47°31′N 3°0′W﻿ / ﻿47.517°N 3.000°W﻿ / 47.517; -3.000",Decisive British victory[1],Hubert de Brienne,"2 ships of the line wrecked,
400 killed.","24 ships of the line
5 frigates","21 ships of the line
6 frigates",R,"6 ships of the line destroyed,
1 ship of the line captured,
2,500 killed/drowned."
990,Battle_of_Maxen,21 November 1759,"Maxen, Saxony, present-day Germany","Austrian victory
Capture of the Prussian forces",Count Leopold Joseph von Daun,"2,000 dead and wounded, 11,741 captured","14,000","32,000",L,"304 dead, 630 wounded"
991,Battle_of_Maxen,21 November 1759,"Maxen, Saxony, present-day Germany","Austrian victory
Capture of the Prussian forces",Friedrich August von Finck,"304 dead, 630 wounded","32,000","14,000",R,"2,000 dead and wounded, 11,741 captured"
992,Battle_of_Meissen,4 December 1759,"Meissen, Saxony, present-day Germany",Austrian victory,Habsburg Monarchy,"7,000","26,000","21,000",L,"3,000"
993,Battle_of_Meissen,4 December 1759,"Meissen, Saxony, present-day Germany",Austrian victory,Count Leopold Joseph von Daun,"7,000","26,000","21,000",L,"3,000"
994,Battle_of_Meissen,4 December 1759,"Meissen, Saxony, present-day Germany",Austrian victory,Prince Henry of Prussia (1726–1802),"3,000","21,000","26,000",R,"7,000"
995,Battle_of_Meissen,4 December 1759,"Meissen, Saxony, present-day Germany",Austrian victory,Wikipedia:Citation needed,"3,000","21,000","26,000",R,"7,000"
996,Battle_of_Sainte-Foy,"April 28, 1760","Quebec, Canada, New France (present-day Canada)
Coordinates: 46°47′59″N 71°13′15″W﻿ / ﻿46.79972°N 71.22083°W﻿ / 46.79972; -71.22083",French victory,François Gaston de Lévis,"259 killed
829 wounded[2]","3,800 regulars
27 guns","5,000 regulars and militia[1]",L,"193 killed
640 wounded[2]"
997,Battle_of_Sainte-Foy,"April 28, 1760","Quebec, Canada, New France (present-day Canada)
Coordinates: 46°47′59″N 71°13′15″W﻿ / ﻿46.79972°N 71.22083°W﻿ / 46.79972; -71.22083",French victory,"James Murray (British Army officer, born 1721)","193 killed
640 wounded[2]","5,000 regulars and militia[1]","3,800 regulars
27 guns",R,"259 killed
829 wounded[2]"
998,Battle_of_Landeshut_(1760),23 June 1760,"Landeshut, Silesia
(now Kamienna Góra, Poland)",Austrian victory,Heinrich August de la Motte Fouqué,"3,000 dead or wounded","28,000 men","12,000 men",L,"2,000 dead or wounded
8,000 captured[1]"
999,Battle_of_Landeshut_(1760),23 June 1760,"Landeshut, Silesia
(now Kamienna Góra, Poland)",Austrian victory,Ernst Gideon von Laudon,"2,000 dead or wounded
8,000 captured[1]","12,000 men","28,000 men",R,"3,000 dead or wounded"
1000,Battle_of_Warburg,31 July 1760,"Warburg, present-day Germany",Allied victory,Duke Ferdinand of Brunswick-Wolfenbüttel,"1,500 dead or wounded[1]
2,000 prisoners
12 guns lost","130,000 (20,000 engaged)","62,000 (16,000 engaged)",L,"1,200 dead or wounded"
1001,Battle_of_Warburg,31 July 1760,"Warburg, present-day Germany",Allied victory,Louis Nicolas Victor de Félix d'Ollières,"1,200 dead or wounded","62,000 (16,000 engaged)","130,000 (20,000 engaged)",R,"1,500 dead or wounded[1]
2,000 prisoners
12 guns lost"
1002,Battle_of_Liegnitz_(1760),15 August 1760,"Liegnitz, Prussian Silesia, present-day Poland
51°13′30″N 16°11′17″E﻿ / ﻿51.22500°N 16.18806°E﻿ / 51.22500; 16.18806Coordinates: 51°13′30″N 16°11′17″E﻿ / ﻿51.22500°N 16.18806°E﻿ / 51.22500; 16.18806",Prussian victory,Frederick the Great,"3,803 dead and wounded
4,734 captured
82 cannons","25,000 (80,000 reinforcements under von Daun never engaged)","30,000",L,"3,394 dead and wounded"
1003,Battle_of_Liegnitz_(1760),15 August 1760,"Liegnitz, Prussian Silesia, present-day Poland
51°13′30″N 16°11′17″E﻿ / ﻿51.22500°N 16.18806°E﻿ / 51.22500; 16.18806Coordinates: 51°13′30″N 16°11′17″E﻿ / ﻿51.22500°N 16.18806°E﻿ / 51.22500; 16.18806",Prussian victory,Ernst Gideon von Laudon,"3,394 dead and wounded","30,000","25,000 (80,000 reinforcements under von Daun never engaged)",R,"3,803 dead and wounded
4,734 captured
82 cannons"
1004,Battle_of_the_Thousand_Islands,16–24 August 1760,"Saint Lawrence River, Thousand Islands near Ogdensburg, New York and Prescott, Ontario",Decisive British-Iroquois victory,"Jeffery Amherst, 1st Baron Amherst","300 dead, wounded, or captured",300 regulars and sailors,"11,000 regulars and provincial troops
700 Iroquois",L,"26 dead
47 wounded (likely excluding militia)"
1005,Battle_of_the_Thousand_Islands,16–24 August 1760,"Saint Lawrence River, Thousand Islands near Ogdensburg, New York and Prescott, Ontario",Decisive British-Iroquois victory,Pierre Pouchot,"26 dead
47 wounded (likely excluding militia)","11,000 regulars and provincial troops
700 Iroquois",300 regulars and sailors,R,"300 dead, wounded, or captured"
1006,Battle_of_Torgau,3 November 1760,"Süptitzer Höhen, near Torgau, Saxony, Holy Roman Empire
51°34′30″N 12°55′30″E﻿ / ﻿51.57500°N 12.92500°E﻿ / 51.57500; 12.92500Coordinates: 51°34′30″N 12°55′30″E﻿ / ﻿51.57500°N 12.92500°E﻿ / 51.57500; 12.92500",Prussian victory,Frederick the Great,"11,697, 49 guns","53,400","50,000[1]",L,"16,670"
1007,Battle_of_Torgau,3 November 1760,"Süptitzer Höhen, near Torgau, Saxony, Holy Roman Empire
51°34′30″N 12°55′30″E﻿ / ﻿51.57500°N 12.92500°E﻿ / 51.57500; 12.92500Coordinates: 51°34′30″N 12°55′30″E﻿ / ﻿51.57500°N 12.92500°E﻿ / 51.57500; 12.92500",Prussian victory,Count Leopold Joseph von Daun,"16,670","50,000[1]","53,400",R,"11,697, 49 guns"
1008,Battle_of_Wandiwash,22 January 1760,"Vandavasi, Tamil Nadu, India",Decisive British victory,Eyre Coote (East India Company officer),,"300 European Cavalry, 2,250 European Infantry, 1,300 Sepoys, 3,000 Mahrattas and 16 pieces of Artillery","80 European Horses, 250 Native horses, 1,900 European Infantry, 2,100 Sepoys and 26 pieces of Artillery",L,
1009,Battle_of_Wandiwash,22 January 1760,"Vandavasi, Tamil Nadu, India",Decisive British victory,"Thomas Arthur, comte de Lally",,"80 European Horses, 250 Native horses, 1,900 European Infantry, 2,100 Sepoys and 26 pieces of Artillery","300 European Cavalry, 2,250 European Infantry, 1,300 Sepoys, 3,000 Mahrattas and 16 pieces of Artillery",R,
1010,Third_Battle_of_Panipat,14 January 1761,"Panipat
(in present-day Haryana, India)
29°23′N 76°58′E﻿ / ﻿29.39°N 76.97°E﻿ / 29.39; 76.97",Decisive Afghan victory,Ahmad Shah Durrani,"Estimates between 30,000 and 40,000 combatants killed in the battle. Another 40,000-70,000 non-combatants massacred following the battle.[2][3]","40,000 cavalry
15,000 infantry(divided to 9 battalions of Gardi rifle infantry)
15,000 Pindaris
200 pieces of artillery. The force was accompanied by 300,000 non-combatants (pilgrims and camp-followers)
totally an army of 70,000.","42,000 cavalry
38,000 infantry
10,000 reserves
4,000 personal guards
5,000 Qizilbash
120–130 pieces of cannon
large numbers of irregulars
totally an army of 100,000.",L,"Estimates between 20,000 and 40,000 combatants killed.[2][3]"
1011,Third_Battle_of_Panipat,14 January 1761,"Panipat
(in present-day Haryana, India)
29°23′N 76°58′E﻿ / ﻿29.39°N 76.97°E﻿ / 29.39; 76.97",Decisive Afghan victory,Timur Shah Durrani,"Estimates between 30,000 and 40,000 combatants killed in the battle. Another 40,000-70,000 non-combatants massacred following the battle.[2][3]","40,000 cavalry
15,000 infantry(divided to 9 battalions of Gardi rifle infantry)
15,000 Pindaris
200 pieces of artillery. The force was accompanied by 300,000 non-combatants (pilgrims and camp-followers)
totally an army of 70,000.","42,000 cavalry
38,000 infantry
10,000 reserves
4,000 personal guards
5,000 Qizilbash
120–130 pieces of cannon
large numbers of irregulars
totally an army of 100,000.",L,"Estimates between 20,000 and 40,000 combatants killed.[2][3]"
1012,Third_Battle_of_Panipat,14 January 1761,"Panipat
(in present-day Haryana, India)
29°23′N 76°58′E﻿ / ﻿29.39°N 76.97°E﻿ / 29.39; 76.97",Decisive Afghan victory,Shuja-ud-Daula,"Estimates between 30,000 and 40,000 combatants killed in the battle. Another 40,000-70,000 non-combatants massacred following the battle.[2][3]","40,000 cavalry
15,000 infantry(divided to 9 battalions of Gardi rifle infantry)
15,000 Pindaris
200 pieces of artillery. The force was accompanied by 300,000 non-combatants (pilgrims and camp-followers)
totally an army of 70,000.","42,000 cavalry
38,000 infantry
10,000 reserves
4,000 personal guards
5,000 Qizilbash
120–130 pieces of cannon
large numbers of irregulars
totally an army of 100,000.",L,"Estimates between 20,000 and 40,000 combatants killed.[2][3]"
1013,Third_Battle_of_Panipat,14 January 1761,"Panipat
(in present-day Haryana, India)
29°23′N 76°58′E﻿ / ﻿29.39°N 76.97°E﻿ / 29.39; 76.97",Decisive Afghan victory,Najib ad-Dawlah,"Estimates between 30,000 and 40,000 combatants killed in the battle. Another 40,000-70,000 non-combatants massacred following the battle.[2][3]","40,000 cavalry
15,000 infantry(divided to 9 battalions of Gardi rifle infantry)
15,000 Pindaris
200 pieces of artillery. The force was accompanied by 300,000 non-combatants (pilgrims and camp-followers)
totally an army of 70,000.","42,000 cavalry
38,000 infantry
10,000 reserves
4,000 personal guards
5,000 Qizilbash
120–130 pieces of cannon
large numbers of irregulars
totally an army of 100,000.",L,"Estimates between 20,000 and 40,000 combatants killed.[2][3]"
1014,Third_Battle_of_Panipat,14 January 1761,"Panipat
(in present-day Haryana, India)
29°23′N 76°58′E﻿ / ﻿29.39°N 76.97°E﻿ / 29.39; 76.97",Decisive Afghan victory,Sadashivrao Bhau,"Estimates between 20,000 and 40,000 combatants killed.[2][3]","42,000 cavalry
38,000 infantry
10,000 reserves
4,000 personal guards
5,000 Qizilbash
120–130 pieces of cannon
large numbers of irregulars
totally an army of 100,000.","40,000 cavalry
15,000 infantry(divided to 9 battalions of Gardi rifle infantry)
15,000 Pindaris
200 pieces of artillery. The force was accompanied by 300,000 non-combatants (pilgrims and camp-followers)
totally an army of 70,000.",R,"Estimates between 30,000 and 40,000 combatants killed in the battle. Another 40,000-70,000 non-combatants massacred following the battle.[2][3]"
