Battle,Date,Location,Result,belligerent,opp,own,pos,VorD,Infantry,Cavalry,Artillery,Ships,Airforce,Special
Battle_of_Phaleron,24 April (6 May) 1827,Near Athens,Ottoman victory,Richard Church (general),Unknown (some cavalry),"3,000",L,D,3000,,,,,
Battle_of_Phaleron,24 April (6 May) 1827,Near Athens,Ottoman victory,Georgios Karaiskakis,Unknown (some cavalry),"3,000",L,D,3000,,,,,
Battle_of_Philiphaugh,13 September 1645,"Philiphaugh, 2 miles from Selkirk, Scotland",Decisive Covenanter Victory,"James Graham, 1st Marquess of Montrose","6000 horse and dragoons
1000 foot","100 horse
600 musketeers
100 levies",L,D,700,100,,,,
Battle_of_Philippi_Races,"June 3, 1861 (1861-06-03)","Barbour County, Virginia (now West Virginia)
39°09′11″N 80°02′34″W﻿ / ﻿39.15316°N 80.04278°W﻿ / 39.15316; -80.04278Coordinates: 39°09′11″N 80°02′34″W﻿ / ﻿39.15316°N 80.04278°W﻿ / 39.15316; -80.04278",Union victory,George A. Porterfield,"3,000",800,R,D,80,,,,,
Battle_of_Philippine_Sea,"June 19–20, 1944",The Philippine Sea,American victory[1],Jisaburō Ozawa,"129 warships:
7 fleet carriers
8 light fleet carriers
7 battleships
8 heavy cruisers
13 light cruisers
58 destroyers
28 submarines


956 carrier aircraft","90 warships:
5 fleet carriers
4 light carriers
5 battleships
13 heavy cruisers
6 light cruisers
27 destroyers
24 submarines
6 oilers

~450 carrier aircraft
~300 land-based aircraft",R,D,,,,90,,
Battle_of_Philippine_Sea,"June 19–20, 1944",The Philippine Sea,American victory[1],Kakuji Kakuta,"129 warships:
7 fleet carriers
8 light fleet carriers
7 battleships
8 heavy cruisers
13 light cruisers
58 destroyers
28 submarines


956 carrier aircraft","90 warships:
5 fleet carriers
4 light carriers
5 battleships
13 heavy cruisers
6 light cruisers
27 destroyers
24 submarines
6 oilers

~450 carrier aircraft
~300 land-based aircraft",R,D,,,,90,,
Battle_of_Philippopolis_(1878),14-16 January 1878,"Filibe Sanjak, Edirne Province, Ottoman Empire
(now Plovdiv, Bulgaria)",Russian victory,Süleyman Hüsnü Paşa,"12,000","7,000",R,D,7000,,,,,
Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Jean Thierry du Mont, comte de Gages","45,000[3]","25,000 Spanish,
15,000 French[3]",L,D,40000,,,,,
Battle_of_Piacenza,16 June 1746,"Piacenza, Italy",Decisive Austrian victory[1][2],"Jean-Baptiste Francois des Marets, marquis de Maillebois","45,000[3]","25,000 Spanish,
15,000 French[3]",L,D,40000,,,,,
Battle_of_Pichincha,24 May 1822,"slopes of Pichincha near the current-day ""La Cima de La Libertad"" in La Libertad, Quito",Rebel Forces Victory,Melchior Aymerich,"2,971 men","1,894 men",R,D,1894,,,,,
Battle_of_Pickett's_Mill,"May 27, 1864 (1864-05-27)","Paulding County, Georgia",Confederate victory,Oliver Otis Howard,"6,000","14,000",L,D,14000,,,,,
Battle_of_Piedmont,"June 5, 1864 (1864-06-05)","Augusta County, Virginia",Union victory,William E. Jones,"8,500 [1]","5,500 [1]",R,D,5500,,,,,
Battle_of_Pine_Bluff,"October 25, 1863","Pine Bluff, Arkansas
34°13′46.4″N 92°00′12.4″W﻿ / ﻿34.229556°N 92.003444°W﻿ / 34.229556; -92.003444",Union victory,Brigadier general,"550 cavalry and militia,
300 freedmen,
9 guns","2,000 cavalry,
12 guns",R,D,2000,,12,,,
Battle_of_Pine_Bluff,"October 25, 1863","Pine Bluff, Arkansas
34°13′46.4″N 92°00′12.4″W﻿ / ﻿34.229556°N 92.003444°W﻿ / 34.229556; -92.003444",Union victory,John S. Marmaduke,"550 cavalry and militia,
300 freedmen,
9 guns","2,000 cavalry,
12 guns",R,D,2000,,12,,,
Battle_of_Pingxingguan,Evening of 24 September – noon of 25 September 1937,"Pingxingguan, Shanxi
39°20′43.98″N 113°57′34.23″E﻿ / ﻿39.3455500°N 113.9595083°E﻿ / 39.3455500; 113.9595083",Chinese victory,Seishirō Itagaki,"6,000 troops of the 115th Division","15,000 troops (5th Division), however only certain supply troops and the 3rd Battalion of the 21st Regiment were involved in the actual ambush",R,D,15000,,,,,
Battle_of_Pirot,26–27 November 1885[a],"Pirot, Kingdom of Serbia",Bulgarian victory,Milan I of Serbia,"42,000
80 guns","65,000
84 guns",R,D,65000,,84,,,
Battle_of_Pisagua,"November 2, 1879","Port of Pisagua, Peru (Chile since 1884) 19°35′56″S 70°12′54″W﻿ / ﻿19.599°S 70.215°W﻿ / -19.599; -70.215",Chilean victory,Juan Buendía,"Available: ~8,890
In Pisagua: 4,890-5,000","1,141 (924 bolivian and 217 peruvian)",R,D,1141,,,,,
Battle_of_Plassey,23 June 1757,"Palashi, Bengal Subah
Coordinates: 23°48′N 88°15′E﻿ / ﻿23.80°N 88.25°E﻿ / 23.80; 88.25",Decisive victory for the British East India Company,Siraj ud-Daulah,"750 English European soldiers
100 Topasses
2,100 Indian sepoys
100 gunners
50 sailors
8 cannon (six 6-pounders and 2 howitzers)
defectors:
15,000 cavalry of Mir Jafar
35,000 infantry","Mughal Empire:
7,000 infantry
5,000 cavalry of Siraj ud-Daulah
35,000 infantry (defected)
15,000 cavalry of Mir Jafar (defected)
53 field pieces (mostly 32, 24 and 18-pounders)

France:
50 artillerymen (6 field pieces)",R,D,7000,5000,53,,,
Battle_of_Plassey,23 June 1757,"Palashi, Bengal Subah
Coordinates: 23°48′N 88°15′E﻿ / ﻿23.80°N 88.25°E﻿ / 23.80; 88.25",Decisive victory for the British East India Company,Mir Jafar,"750 English European soldiers
100 Topasses
2,100 Indian sepoys
100 gunners
50 sailors
8 cannon (six 6-pounders and 2 howitzers)
defectors:
15,000 cavalry of Mir Jafar
35,000 infantry","Mughal Empire:
7,000 infantry
5,000 cavalry of Siraj ud-Daulah
35,000 infantry (defected)
15,000 cavalry of Mir Jafar (defected)
53 field pieces (mostly 32, 24 and 18-pounders)

France:
50 artillerymen (6 field pieces)",R,D,7000,5000,53,,,
Battle_of_Plassey,23 June 1757,"Palashi, Bengal Subah
Coordinates: 23°48′N 88°15′E﻿ / ﻿23.80°N 88.25°E﻿ / 23.80; 88.25",Decisive victory for the British East India Company,Sinfray,"750 English European soldiers
100 Topasses
2,100 Indian sepoys
100 gunners
50 sailors
8 cannon (six 6-pounders and 2 howitzers)
defectors:
15,000 cavalry of Mir Jafar
35,000 infantry","Mughal Empire:
7,000 infantry
5,000 cavalry of Siraj ud-Daulah
35,000 infantry (defected)
15,000 cavalry of Mir Jafar (defected)
53 field pieces (mostly 32, 24 and 18-pounders)

France:
50 artillerymen (6 field pieces)",R,D,7000,5000,53,,,
Battle_of_Pleasant_Hill,"April 9, 1864 (1864-04-09)","Desoto Parish and Sabine Parish, Louisiana",Confederate Victory,Nathaniel P. Banks,"12,100[1]","12,000[1]",L,D,12000,,,,,
Battle_of_Plymouth,16 August 1652,"Off Plymouth, English Channel",Dutch victory,George Ayscue,31 warships and 60 merchant ships,38 ships,R,D,,,38,,,
Battle_of_Point_Pleasant,"October 10, 1774","Present-day Point Pleasant, West Virginia
38°50′21″N 82°08′27″W﻿ / ﻿38.8393°N 82.1408°W﻿ / 38.8393; -82.1408Coordinates: 38°50′21″N 82°08′27″W﻿ / ﻿38.8393°N 82.1408°W﻿ / 38.8393; -82.1408",Virginian victory,Andrew Lewis (soldier),300–500,"1,000",R,D,1000,,,,,
Battle_of_Point_Pleasant,"October 10, 1774","Present-day Point Pleasant, West Virginia
38°50′21″N 82°08′27″W﻿ / ﻿38.8393°N 82.1408°W﻿ / 38.8393; -82.1408Coordinates: 38°50′21″N 82°08′27″W﻿ / ﻿38.8393°N 82.1408°W﻿ / 38.8393; -82.1408",Virginian victory,Charles Lewis (soldier),300–500,"1,000",R,D,1000,,,,,
Battle_of_Point_Pleasant,"October 10, 1774","Present-day Point Pleasant, West Virginia
38°50′21″N 82°08′27″W﻿ / ﻿38.8393°N 82.1408°W﻿ / 38.8393; -82.1408Coordinates: 38°50′21″N 82°08′27″W﻿ / ﻿38.8393°N 82.1408°W﻿ / 38.8393; -82.1408",Virginian victory,Thomas Buford (captain),300–500,"1,000",R,D,1000,,,,,
Battle_of_Poison_Spring,"April 18, 1864","Poison Spring, northwest of Camden, Arkansas
33°38′19.7″N 93°00′15.6″W﻿ / ﻿33.638806°N 93.004333°W﻿ / 33.638806; -93.004333",Confederate victory,James Monroe Williams,"1,800 cavalry","824 infantry
291 cavalry
4 guns",R,D,824,291,4,,,
Battle_of_Poljana,"May 14–15, 1945","Poljana, near the village of Prevalje, Yugoslavia
Coordinates: 46°32′40″N 14°52′25.19″E﻿ / ﻿46.54444°N 14.8736639°E﻿ / 46.54444; 14.8736639","Partisan victory

Axis forces surrender",Kosta Nađ,"Detachment of mixed 30,000 strong Axis column",Elements of the 11th Dalmatian Assault Brigade,R,D,1,,,,,
Battle_of_Pollilur,10 September 1780,"Pollilur, Kanchipuram, India",Mysore victory,William Baillie (East India Company officer),"2,000–3,000 cavalry & rocket-men[3]","4,000[1] to 7,000[2]",L,D,5500,,,,,
Battle_of_Polonka,"June 29, 1660","Polonka, in modern Belarus",Polish-Lithuanian victory,Ivan Andreyevich Khovansky,"9,000 Lithuanians
4,000 Poles
2 cannons[1]:186","8,000 - 9,000 troops[2]",R,D,8500,,,,,
Battle_of_Poltava,"27 June 1709 (O.S.)
28 June 1709 (Swedish calendar)
8 July 1709 (N.S.)","Poltava, Cossack Hetmanate (present-day Ukraine)","Decisive Russian victory
Destruction of Swedish continental army
Loss of Cossack Hetmanate autonomy
Charles XII of Sweden relocates to Ottoman Empire",Charles XII of Sweden,"Russian combined army:
52,100 Russian regulars
  (33,500 infantry
     18,600 cavalry)[1]
23,000 irregulars[1]
  (Cossacks and Kalmyks,
   3,000 Kalmyks arrived
   at the end of the battle)
102 artillery pieces

Total: 75,000[1]

Participated in battle:
24,500 infantry
14,600 dragoons[1]
3,000 Kalmyks[2]
86 cannons

Total: 42,000

Garrison of Poltava:
4,200 infantry
2,000 Cossacks
28 cannons","Swedish combined army:
24,000 Swedish regulars
  (13,000 cavalry
     11,000 infantry)[1][a]
6,000 irregulars
  1,000 Polish vlach cavalry
    3,000–7,000     Cossacks[b][2]
34 artillery pieces

Total: up to 30,000[3][4][c]

Participated in battle:
8,700 infantry[1]
7,800 cavalry[1]
4 cannons


Total: 16,500

Besieging Poltava:
1,100 infantry
200 cavalry",L,D,30000,,,,,
Battle_of_Poltava,"27 June 1709 (O.S.)
28 June 1709 (Swedish calendar)
8 July 1709 (N.S.)","Poltava, Cossack Hetmanate (present-day Ukraine)","Decisive Russian victory
Destruction of Swedish continental army
Loss of Cossack Hetmanate autonomy
Charles XII of Sweden relocates to Ottoman Empire",Sweden,"Russian combined army:
52,100 Russian regulars
  (33,500 infantry
     18,600 cavalry)[1]
23,000 irregulars[1]
  (Cossacks and Kalmyks,
   3,000 Kalmyks arrived
   at the end of the battle)
102 artillery pieces

Total: 75,000[1]

Participated in battle:
24,500 infantry
14,600 dragoons[1]
3,000 Kalmyks[2]
86 cannons

Total: 42,000

Garrison of Poltava:
4,200 infantry
2,000 Cossacks
28 cannons","Swedish combined army:
24,000 Swedish regulars
  (13,000 cavalry
     11,000 infantry)[1][a]
6,000 irregulars
  1,000 Polish vlach cavalry
    3,000–7,000     Cossacks[b][2]
34 artillery pieces

Total: up to 30,000[3][4][c]

Participated in battle:
8,700 infantry[1]
7,800 cavalry[1]
4 cannons


Total: 16,500

Besieging Poltava:
1,100 infantry
200 cavalry",L,D,30000,,,,,
Battle_of_Poltava,"27 June 1709 (O.S.)
28 June 1709 (Swedish calendar)
8 July 1709 (N.S.)","Poltava, Cossack Hetmanate (present-day Ukraine)","Decisive Russian victory
Destruction of Swedish continental army
Loss of Cossack Hetmanate autonomy
Charles XII of Sweden relocates to Ottoman Empire",Carl Gustav Rehnskiöld,"Russian combined army:
52,100 Russian regulars
  (33,500 infantry
     18,600 cavalry)[1]
23,000 irregulars[1]
  (Cossacks and Kalmyks,
   3,000 Kalmyks arrived
   at the end of the battle)
102 artillery pieces

Total: 75,000[1]

Participated in battle:
24,500 infantry
14,600 dragoons[1]
3,000 Kalmyks[2]
86 cannons

Total: 42,000

Garrison of Poltava:
4,200 infantry
2,000 Cossacks
28 cannons","Swedish combined army:
24,000 Swedish regulars
  (13,000 cavalry
     11,000 infantry)[1][a]
6,000 irregulars
  1,000 Polish vlach cavalry
    3,000–7,000     Cossacks[b][2]
34 artillery pieces

Total: up to 30,000[3][4][c]

Participated in battle:
8,700 infantry[1]
7,800 cavalry[1]
4 cannons


Total: 16,500

Besieging Poltava:
1,100 infantry
200 cavalry",L,D,30000,,,,,
Battle_of_Poltava,"27 June 1709 (O.S.)
28 June 1709 (Swedish calendar)
8 July 1709 (N.S.)","Poltava, Cossack Hetmanate (present-day Ukraine)","Decisive Russian victory
Destruction of Swedish continental army
Loss of Cossack Hetmanate autonomy
Charles XII of Sweden relocates to Ottoman Empire",Adam Ludwig Lewenhaupt,"Russian combined army:
52,100 Russian regulars
  (33,500 infantry
     18,600 cavalry)[1]
23,000 irregulars[1]
  (Cossacks and Kalmyks,
   3,000 Kalmyks arrived
   at the end of the battle)
102 artillery pieces

Total: 75,000[1]

Participated in battle:
24,500 infantry
14,600 dragoons[1]
3,000 Kalmyks[2]
86 cannons

Total: 42,000

Garrison of Poltava:
4,200 infantry
2,000 Cossacks
28 cannons","Swedish combined army:
24,000 Swedish regulars
  (13,000 cavalry
     11,000 infantry)[1][a]
6,000 irregulars
  1,000 Polish vlach cavalry
    3,000–7,000     Cossacks[b][2]
34 artillery pieces

Total: up to 30,000[3][4][c]

Participated in battle:
8,700 infantry[1]
7,800 cavalry[1]
4 cannons


Total: 16,500

Besieging Poltava:
1,100 infantry
200 cavalry",L,D,30000,,,,,
Battle_of_Poltava,"27 June 1709 (O.S.)
28 June 1709 (Swedish calendar)
8 July 1709 (N.S.)","Poltava, Cossack Hetmanate (present-day Ukraine)","Decisive Russian victory
Destruction of Swedish continental army
Loss of Cossack Hetmanate autonomy
Charles XII of Sweden relocates to Ottoman Empire",Ivan Mazepa,"Russian combined army:
52,100 Russian regulars
  (33,500 infantry
     18,600 cavalry)[1]
23,000 irregulars[1]
  (Cossacks and Kalmyks,
   3,000 Kalmyks arrived
   at the end of the battle)
102 artillery pieces

Total: 75,000[1]

Participated in battle:
24,500 infantry
14,600 dragoons[1]
3,000 Kalmyks[2]
86 cannons

Total: 42,000

Garrison of Poltava:
4,200 infantry
2,000 Cossacks
28 cannons","Swedish combined army:
24,000 Swedish regulars
  (13,000 cavalry
     11,000 infantry)[1][a]
6,000 irregulars
  1,000 Polish vlach cavalry
    3,000–7,000     Cossacks[b][2]
34 artillery pieces

Total: up to 30,000[3][4][c]

Participated in battle:
8,700 infantry[1]
7,800 cavalry[1]
4 cannons


Total: 16,500

Besieging Poltava:
1,100 infantry
200 cavalry",L,D,30000,,,,,
Battle_of_Pork_Chop_Hill,March – July 1953,"north of Yeoncheon, Korea
Coordinates: 38°14′29″N 127°1′10″E﻿ / ﻿38.24139°N 127.01944°E﻿ / 38.24139; 127.01944","UN victory in April action
Chinese victory in July action",Peng Dehuai,"1 division (19,000)","2 divisions (20,000)",R,D,20000,,,,,
Battle_of_Port_Gibson,"May 1, 1863","Claiborne County,
near Port Gibson, Mississippi
Coordinates: 31°57′21″N 91°01′22″W﻿ / ﻿31.9557°N 91.0228°W﻿ / 31.9557; -91.0228",Union victory,John S. Bowen,2 corps,4 brigades,R,D,1,,,,,
Battle_of_Port_Republic,"June 9, 1862 (1862-06-09)","Rockingham County, Virginia",Confederate victory,Erastus B. Tyler,"6,000 [1]","3,500 [1]",L,D,3500,,,,,
Battle_of_Port_Walthall_Junction,"May 6–7, 1864","Chesterfield County, Virginia
37°18′42″N 77°24′10″W﻿ / ﻿37.3116°N 77.4028°W﻿ / 37.3116; -77.4028",Union victory,Johnson Hagood (governor),"8,000[1]","2,600[1]",R,D,2600,,,,,
Battle_of_Portland,18-20 February 1653 Julian calendar[a][b],"Off Isle of Portland, English Channel",English victory,Maarten Tromp,70-80 warships,70-80 warships,L,D,,,,75,,
Battle_of_PoziÃ¨res,,,,,,,R,D,1,,,,,
Battle_of_Pozzolo,25 December 1800,"Town on the Mincio River, present-day Monzambano, Italy",French victory,Heinrich von Bellegarde,"66,000","50,000",R,D,50000,,,,,
Battle_of_Praga,4 November 1794,"Praga, Warsaw",Decisive Russian victory,Józef Zajączek,"17,000 men (assaulting)
104 cannons","14,000 regulars, 3,200 militia
Less than 90 cannons",L,D,17200,,90,,,
Battle_of_Praga,4 November 1794,"Praga, Warsaw",Decisive Russian victory,Berek Joselewicz,"17,000 men (assaulting)
104 cannons","14,000 regulars, 3,200 militia
Less than 90 cannons",L,D,17200,,90,,,
Battle_of_Prague_(1757),6 May 1757,"Prague, Bohemia, present-day Czech Republic
50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550Coordinates: 50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550",Prussian victory,Prince Charles Alexander of Lorraine,"66 infantry battalions
113 cavalry squadrons
82 guns – total 67,000[1]","60 infantry battalions
20 cavalry squadrons
59 guns – total 60,000[1]",R,D,60000,,,,,
Battle_of_Prague_(1757),6 May 1757,"Prague, Bohemia, present-day Czech Republic
50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550Coordinates: 50°05′N 14°33′E﻿ / ﻿50.083°N 14.550°E﻿ / 50.083; 14.550",Prussian victory,Maximilian Ulysses Browne,"66 infantry battalions
113 cavalry squadrons
82 guns – total 67,000[1]","60 infantry battalions
20 cavalry squadrons
59 guns – total 60,000[1]",R,D,60000,,,,,
Battle_of_Prairie_D'Ane,"April 9–13, 1864","Near Moscow Church, south of Prescott
(present-day Nevada County, Arkansas)
33°46′35.401″N 93°21′59.616″W﻿ / ﻿33.77650028°N 93.36656000°W﻿ / 33.77650028; -93.36656000",Union victory,Sterling Price,"13,000","7,000",R,D,7000,,,,,
Battle_of_Prairie_Grove,"December 7, 1862","Washington County, Arkansas
35°59′35″N 94°18′28″W﻿ / ﻿35.99306°N 94.30778°W﻿ / 35.99306; -94.30778Coordinates: 35°59′35″N 94°18′28″W﻿ / ﻿35.99306°N 94.30778°W﻿ / 35.99306; -94.30778",Union victory[1],Thomas C. Hindman,"9,216 engaged","11,059 engaged",R,D,11059,,,,,
Battle_of_Preston_(1648),17–19 August 1648,"Preston, Lancashire",Decisive Parliamentarian victory,"James Hamilton, 1st Duke of Hamilton","8,600","11,000, not all were engaged in the battle.[1]",R,D,11000,,,,,
Battle_of_Preston_(1648),17–19 August 1648,"Preston, Lancashire",Decisive Parliamentarian victory,"James Livingston, 1st Earl of Callendar","8,600","11,000, not all were engaged in the battle.[1]",R,D,11000,,,,,
Battle_of_Preston_(1648),17–19 August 1648,"Preston, Lancashire",Decisive Parliamentarian victory,William Baillie (soldier),"8,600","11,000, not all were engaged in the battle.[1]",R,D,11000,,,,,
Battle_of_Preston_(1648),17–19 August 1648,"Preston, Lancashire",Decisive Parliamentarian victory,"John Middleton, 1st Earl of Middleton","8,600","11,000, not all were engaged in the battle.[1]",R,D,11000,,,,,
Battle_of_Preston_(1648),17–19 August 1648,"Preston, Lancashire",Decisive Parliamentarian victory,"Marmaduke Langdale, 1st Baron Langdale of Holme","8,600","11,000, not all were engaged in the battle.[1]",R,D,11000,,,,,
Battle_of_Preston_(1715),9–14 November 1715,"Preston, Lancashire, England, Europe",British Government victory,Mackintosh of Borlum,"2,500–3,000","1,700",R,D,1700,,,,,
Battle_of_Preston_(1715),9–14 November 1715,"Preston, Lancashire, England, Europe",British Government victory,"William Maxwell, 5th Earl of Nithsdale","2,500–3,000","1,700",R,D,1700,,,,,
Battle_of_Preston_(1715),9–14 November 1715,"Preston, Lancashire, England, Europe",British Government victory,"James Radclyffe, 3rd Earl of Derwentwater","2,500–3,000","1,700",R,D,1700,,,,,
Battle_of_Preston_(1715),9–14 November 1715,"Preston, Lancashire, England, Europe",British Government victory,Thomas Forster,"2,500–3,000","1,700",R,D,1700,,,,,
Battle_of_Prestonpans,21 September 1745,"Prestonpans (near Edinburgh), Scotland",Jacobite victory,John Cope (British Army officer),"2,500","2,300",L,D,2300,,,,,
Battle_of_Princeton,"January 3, 1777","Princeton, New Jersey
40°19′40″N 74°40′24″W﻿ / ﻿40.32790°N 74.67339°W﻿ / 40.32790; -74.67339Coordinates: 40°19′40″N 74°40′24″W﻿ / ﻿40.32790°N 74.67339°W﻿ / 40.32790; -74.67339",American victory[1][2],Charles Mawhood,"4,500
35 guns[3]","1,200
6–9 guns[3]",R,D,1200,,7,,,
Battle_of_Princeton,"January 3, 1777","Princeton, New Jersey
40°19′40″N 74°40′24″W﻿ / ﻿40.32790°N 74.67339°W﻿ / 40.32790; -74.67339Coordinates: 40°19′40″N 74°40′24″W﻿ / ﻿40.32790°N 74.67339°W﻿ / 40.32790; -74.67339",American victory[1][2],"Charles Cornwallis, 1st Marquess Cornwallis","4,500
35 guns[3]","1,200
6–9 guns[3]",R,D,1200,,7,,,
Battle_of_Proctor's_Creek,"May 12, 1864 (1864-05-12) – May 16, 1864 (1864-05-16)","Chesterfield County, Virginia",Confederate victory,Benjamin Butler,"18,000 [1]","30,000 [1]",L,D,30000,,,,,
Battle_of_Prome,November–December 1825,"Prome, Kingdom of Burma",British victory,Maha Ne Myo,"3,000 Europeans and 2,000 Indians","~13,000 soldiers[1]",R,D,13000,,,,,
Battle_of_Prostken,"October 8, 1656","Prostken, Duchy of Prussia
(present-day Prostki, Ełk County, Poland)",Decisive Polish–Lithuanian–Tatar victory,Hetmans of the Polish–Lithuanian Commonwealth,"4,000[1]
9 artillery pieces[2]","8,000[3]",R,D,8000,,,,,
Battle_of_Prostken,"October 8, 1656","Prostken, Duchy of Prussia
(present-day Prostki, Ełk County, Poland)",Decisive Polish–Lithuanian–Tatar victory,Wincenty Korwin Gosiewski,"4,000[1]
9 artillery pieces[2]","8,000[3]",R,D,8000,,,,,
Battle_of_Providien,12 April 1782,"Bay of Bengal, off the east coast of Ceylon, south of Trincomalee
8°15′17.94″N 81°30′47.02″E﻿ / ﻿8.2549833°N 81.5130611°E﻿ / 8.2549833; 81.5130611Coordinates: 8°15′17.94″N 81°30′47.02″E﻿ / ﻿8.2549833°N 81.5130611°E﻿ / 8.2549833; 81.5130611",French victory[1],Edward Hughes (Royal Navy officer),12 ships of the line,11 ships of the line,L,D,,,,11,,
Battle_of_PrzemyÅ›l_(1918),,,,,,,R,D,1767,,,,,
Battle_of_PrzemyÅ›l_(1918),,,,,,,R,D,1456,,,,,
Battle_of_Puebla,"May 5, 1862","Puebla, Mexico","Mexican republican victory[1][2]
Political victory for Mexican republicans[1]",Charles de Lorencez,"4,500[3]","6,500 soldiers[3][4]",R,D,6500,,,,,
Battle_of_Pulang_Lupa,13-Sep-00,"Marinduque, Philippines",Filipino victory,Luther Hare,"1,180-2,250 total
180-250 riflemen
1,000-2,000 bolomen[1]:278",54 29th U.S. Infantryman,R,D,1,,,,,
Battle_of_Pusan_Perimeter,"August 4 – September 18, 1950","Pusan, South Korea",United Nations victory,Choe Yong-gon (army commander),"141,808 total (92,000 combat)[1]","98,000 (70,000 combat)[2]",R,D,98000,,,,,
Battle_of_Pusan_Perimeter,"August 4 – September 18, 1950","Pusan, South Korea",United Nations victory,Kim Chaek,"141,808 total (92,000 combat)[1]","98,000 (70,000 combat)[2]",R,D,98000,,,,,
Battle_of_Quatre_Bras,16 June 1815,"Quatre Bras, present-day Belgium","Tactical Anglo-allied victory;[1]
French strategic victory[2]",Michel Ney,"INITIAL: 8,000 infantry,
16 guns
FINAL: 36,000 infantry,
70 guns","18,000 infantry, 2,000 cavalry,

32 guns",L,D,18000,2000,32,,,
Battle_of_Quebec_(1690),"October 16–24, 1690","Quebec City, Canada, New France",French victory,William Phips,"2,000 militia","2,300 provincial soldiers
60 natives
6 field guns
34 warships",L,D,2360,,6,34,,
Battle_of_Quebec_(1775),"December 31, 1775","Quebec City, Province of Quebec (present-day Canada)
Coordinates: 46°48′54.36″N 71°12′8.3″W﻿ / ﻿46.8151000°N 71.202306°W﻿ / 46.8151000; -71.202306","Decisive British victory [1]

End of American offensive operations in Canada",Richard Montgomery,"1,800 regulars and militia[3]","900 regulars
300 militia[2]",L,D,1200,,,,,
Battle_of_Quebec_(1775),"December 31, 1775","Quebec City, Province of Quebec (present-day Canada)
Coordinates: 46°48′54.36″N 71°12′8.3″W﻿ / ﻿46.8151000°N 71.202306°W﻿ / 46.8151000; -71.202306","Decisive British victory [1]

End of American offensive operations in Canada",Benedict Arnold,"1,800 regulars and militia[3]","900 regulars
300 militia[2]",L,D,1200,,,,,
Battle_of_Quebec_(1775),"December 31, 1775","Quebec City, Province of Quebec (present-day Canada)
Coordinates: 46°48′54.36″N 71°12′8.3″W﻿ / ﻿46.8151000°N 71.202306°W﻿ / 46.8151000; -71.202306","Decisive British victory [1]

End of American offensive operations in Canada",Daniel Morgan,"1,800 regulars and militia[3]","900 regulars
300 militia[2]",L,D,1200,,,,,
Battle_of_Quebec_(1775),"December 31, 1775","Quebec City, Province of Quebec (present-day Canada)
Coordinates: 46°48′54.36″N 71°12′8.3″W﻿ / ﻿46.8151000°N 71.202306°W﻿ / 46.8151000; -71.202306","Decisive British victory [1]

End of American offensive operations in Canada",James Livingston (American Revolution),"1,800 regulars and militia[3]","900 regulars
300 militia[2]",L,D,1200,,,,,
Battle_of_Queenston_Heights,13 October 1812,"Queenston, Ontario",British victory[1],Stephen Van Rensselaer,"Total: 1,300
regulars, militia, and natives","Total: 3,550
900 regulars
2,650 militia[2]",L,D,3550,,,,,
Battle_of_Queenston_Heights,13 October 1812,"Queenston, Ontario",British victory[1],Winfield Scott,"Total: 1,300
regulars, militia, and natives","Total: 3,550
900 regulars
2,650 militia[2]",L,D,3550,,,,,
Battle_of_Quiberon_Bay,20 November 1759,"Quiberon Bay, Bay of Biscay
47°31′N 3°0′W﻿ / ﻿47.517°N 3.000°W﻿ / 47.517; -3.000Coordinates: 47°31′N 3°0′W﻿ / ﻿47.517°N 3.000°W﻿ / 47.517; -3.000",Decisive British victory[1],Hubert de Brienne,"24 ships of the line
5 frigates","21 ships of the line
6 frigates",R,D,,,,27,,
Battle_of_Rabaul_(1942),23 January – February 1942,"Rabaul, New Britain
Territory of New Guinea",Japanese victory,John Joseph Scanlan (soldier),"5,000 soldiers (New Britain)
3,000 – 4,000 soldiers (New Ireland)","1,400 soldiers (New Britain)
130 soldiers (New Ireland)",L,D,1530,,,,,
Battle_of_RacÅ‚awice,,,,,,,R,D,3000,,,12,,
Battle_of_RacÅ‚awice,,,,,,,R,D,3000,,12,,,
Battle_of_Radzymin_(1920),"August 13–16, 1920","Near Radzymin, Poland
52°25′0″N 21°11′0″E﻿ / ﻿52.41667°N 21.18333°E﻿ / 52.41667; 21.18333Coordinates: 52°25′0″N 21°11′0″E﻿ / ﻿52.41667°N 21.18333°E﻿ / 52.41667; 21.18333",Polish victory,Vitovt Putna,"17,000 soldiers
109 artillery pieces
220 machine guns[2]","15,000 soldiers
91 artillery pieces
390 machine guns[1]",L,D,15000,,91,,,390
Battle_of_Radzymin_(1920),"August 13–16, 1920","Near Radzymin, Poland
52°25′0″N 21°11′0″E﻿ / ﻿52.41667°N 21.18333°E﻿ / 52.41667; 21.18333Coordinates: 52°25′0″N 21°11′0″E﻿ / ﻿52.41667°N 21.18333°E﻿ / 52.41667; 21.18333",Polish victory,Ivan Smolin,"17,000 soldiers
109 artillery pieces
220 machine guns[2]","15,000 soldiers
91 artillery pieces
390 machine guns[1]",L,D,15000,,91,,,390
